Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”,Name: “Table 1 of 1 on page 112 of 165”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,,,,,,,,,
,CAPITAL IMPROVEMENT PROGRAM DETAILS,CAPITAL IMPROVEMENT PROGRAM DETAILS,CAPITAL IMPROVEMENT PROGRAM DETAILS,CAPITAL IMPROVEMENT PROGRAM DETAILS,CAPITAL IMPROVEMENT PROGRAM DETAILS,CAPITAL IMPROVEMENT PROGRAM DETAILS,,,,,,
GENERAL SERVICES,,,,,,,,,,,,Five Year
,,FY2013,,FY2014,,FY2015,,FY2016,,FY2017,,TOTAL
Winston Terrace Stream Stabilization,$,"350,000",$,"233,000",$,"315,000",,,,,$,"898,000"
Brookhaven Neighborhood Drainage Improvements,,"296,740",,"635,000",,,$,"680,000",,,,"1,611,740"
Stormwater facility maintenance - public facilities,,"160,000",,"215,000",,"265,000",,"235,000",$,"235,000",,"1,110,000"
Solid Waste - Replacement Roll Off Truck,,"160,000",,,,,,,,,,"160,000"
Solid Waste - Excavator,,"95,000",,,,,,,,,,"95,000"
Roof Replacements - Fleet (FY 2013) and EOC (FY 2016),,"85,000",,,,,,"65,000",,,,"150,000"
Upper Lake Powell Road Drainage Plan,,"85,000",,,,,,,,,,"85,000"
Landfill Debris Pad,,"82,000",,,,,,,,,,"82,000"
Mill Creek Watershed - Braddock Court Channel Stabilization,,"50,000",,,,,,,,,,"50,000"
Government Center Building F HVAC Upgrades Phase II,,,,"165,000",,,,,,,,"165,000"
Solid Waste - Replacement Knuckle Boom Truck,,,,"150,000",,,,,,,,"150,000"
Government Center Building B Alterations/HVAC,,,,"135,000",,,,,,,,"135,000"
Facilities/Grounds Shop HVAC Replacement/Upgrades,,,,"88,000",,,,,,,,"88,000"
General Services Operations Building,Bonds,,,,,"5,684,000",,,,,,"5,684,000"
Human Services Center HVAC/Roof,Bonds,,,,,"2,050,000",,,,,,"2,050,000"
LaFontaine BMP Retrofits & Stream Restoration,,,,,,"265,000",,,,,,"265,000"
Riverside BMP Retrofit & Stream Restoration,,,,,,"183,000",,,,,,"183,000"
Windsor Forest Stream Restoration,,,,,,,,"400,000",,,,"400,000"
The Foxes Stream Restoration,,,,,,,,"254,000",,,,"254,000"
Grove Outfalls Drainage and water quality Improvements,,,,,,,,"200,000",,,,"200,000"
Castling Crossing Stream Stabilization,,,,,,,,"173,000",,,,"173,000"
Essex Court Stream Restoration,,,,,,,,"150,000",,,,"150,000"
Norge Crossing II BMP Retrofits,,,,,,,,"150,000",,,,"150,000"
Toano Drainage and Water Quality Improvements,,,,,,,,"150,000",,,,"150,000"
Venture Lane Stream Channel Restoration,,,,,,,,"125,000",,,,"125,000"
Cooley Road Drainage Improvement and Stream Stabilizations,,,,,,,,"120,000",,,,"120,000"
Pheasants Run Drainage Improvements,,,,,,,,"50,000",,,,"50,000"
East Branch Mill Cr Watershed Restoration,,,,,,,,,,"471,900",,"471,900"
"Yarmouth Tributaries Stream Restoration, Enhancement and BMP",,,,,,,,,,"120,000",,"120,000"
Government Center Underground Tank Remediation,,,,,,,,,,"60,000",,"60,000"
,$,"1,363,740",$,"1,621,000",$,"8,762,000",$,"2,752,000",$,"886,900",$,"15,385,640"
,,Page D - 6,Page D - 6,,,,,,,,,
