Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”,Name: “Table 1 of 1 on page 125 of 165”
Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125
,,,,,,,,,,,,,,,,,
James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,,,,Capital Improvements Program,Capital Improvements Program,Capital Improvements Program,Capital Improvements Program,Capital Improvements Program,Capital Improvements Program,Capital Improvements Program
,"requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over","requested to be carried forward in the FY2013 CIP with an additional $12,254,581 requested over"
,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,the next five years to initiate projects as they are identified. This is a rehabilitation project.,
,"DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department","DEQ Consent Order Management, Operation, and Maintenance (MOM) – The Virginia Department"
,"of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop","of Environmental Quality (DEQ) Consent Order, effective 9/26/07, requires that localities develop"
,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a,and implement a MOM Program. The DEQ requires certain MOM activities to be performed on a
,continuing,continuing,basis,to,include,include,such,things,as,easement,clearing;,gravity,gravity,sewer,pipe,and,manhole
