Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”,Name: “Table 1 of 1 on page 120 of 165”
Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120
,,,,,,,,,,,,,
James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,,,,,,,,Water Fund,Water Fund
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,
,,,,,,FY 11,FY 11,,FY 12,FY 12,FY 13,,FY 14
,,,,,,Actual,Actual,,Projected,Projected,Adopted,,Plan
,Drinking water produced (millions of,Drinking water produced (millions of,Drinking water produced (millions of,Drinking water produced (millions of,Drinking water produced (millions of,,,,,,,,
,,,,gallons),gallons),"1,904M","1,904M","1,904M","2,117M","2,117M","1,886M",,"1,914M"
,Drinking water customers served,Drinking water customers served,Drinking water customers served,Drinking water customers served,Drinking water customers served,"19,719","19,719","19,719","19,979","19,979","20,378",,"20,786"
,,Miles of water pipe maintained,Miles of water pipe maintained,Miles of water pipe maintained,Miles of water pipe maintained,,393,393,,399,415,,425
% Water (MGD) withdrawal versus DEQ,% Water (MGD) withdrawal versus DEQ,% Water (MGD) withdrawal versus DEQ,% Water (MGD) withdrawal versus DEQ,% Water (MGD) withdrawal versus DEQ,% Water (MGD) withdrawal versus DEQ,,,,,,,,
,,,,Permit,Permit,,58.4%,58.4%,65%,65%,65%,,65%
% Water quality samples in compliance,% Water quality samples in compliance,% Water quality samples in compliance,% Water quality samples in compliance,% Water quality samples in compliance,% Water quality samples in compliance,,99.8%,99.8%,100%,100%,100%,,100%
% Water service interruptions repaired in 8,% Water service interruptions repaired in 8,% Water service interruptions repaired in 8,% Water service interruptions repaired in 8,% Water service interruptions repaired in 8,% Water service interruptions repaired in 8,,,,,,,,
,,,,hours or less,hours or less,,91.6%,91.6%,90%,90%,90%,,90%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
This,Water,Fund,Operating,Budget,continues,to,reflect,reflect,customer,service,enhancement,by,placing
emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are,emphasis on Water System Preventive Maintenance and Rehabilitative Programs. Existing systems are
aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public,aging and require rehabilitative measures to meet the demands of increased usage and protect the public
