Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”,Name: “Table 1 of 1 on page 121 of 165”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,,,,,,,,,
James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,,,,,,,Sewer Fund,Sewer Fund,Sewer Fund
PURPOSE,PURPOSE,,,,,,,,,,,
This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer,This Sewer Fund Operating Budget contains revenues and expenses for operation of the sanitary sewer
collection,and,transmission,system.,Indirect,operating,and,maintenance,costs,are,reimbursed,to,the
Administrative Fund.,Administrative Fund.,"Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.","Revenues are received from service charges, interest, and miscellaneous items.",
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,,,
1.,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,Provide and maintain wastewater collection services for residential and commercial customers,
