Name: “Table 1 of 1 on page 3 of 6”,Name: “Table 1 of 1 on page 3 of 6”,Name: “Table 1 of 1 on page 3 of 6”,Name: “Table 1 of 1 on page 3 of 6”,Name: “Table 1 of 1 on page 3 of 6”,Name: “Table 1 of 1 on page 3 of 6”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,
City of Portsmouth,City of Portsmouth,,,,
Fiscal Year 2012 Adopted Budget Revenue Summary,Fiscal Year 2012 Adopted Budget Revenue Summary,Fiscal Year 2012 Adopted Budget Revenue Summary,Fiscal Year 2012 Adopted Budget Revenue Summary,,
,,FY 2010,FY 2011,FY 2012,FY 2013
Funding Sources,,Actual,Adopted,Adopted,Planned
420 Stormwater Management Fund,420 Stormwater Management Fund,420 Stormwater Management Fund,,,
Charges For Services,,,,,
Charges for Services,,"5,237,937","5,720,064","6,685,600","9,732,600"
Other Financing Sources,,,,,
Investment Income,,"2,182",-,-,-
Fund Balance,,,,,
Fund Blance,,-,"74,577",-,-
Total Stormwater Management Fund,Total Stormwater Management Fund,"5,240,119","5,794,641","6,685,600","9,732,600"
435 Willett Hall Fund,435 Willett Hall Fund,,,,
Charges For Services,,,,,
Charges for Services,,"18,538","30,000","30,000","30,000"
Miscellaneous Revenue,,"2,121","1,625","1,138","1,866"
,,"20,658","31,625","31,138","31,866"
Other Financing Sources,,,,,
Investment Income,,226,-,-,-
Recovered Costs,,,,,
Total Recovered Cost,,"152,406","250,000","250,000","250,000"
Use Of Property,,,,,
Use of Property,,"77,673","105,000","105,000","105,000"
Total Willett Hall Fund,Total Willett Hall Fund,"250,964","386,625","386,138","386,866"
440 Recreation Fund,440 Recreation Fund,440 Recreation Fund,,,
Charges For Services,,,,,
Charges for Services,,"523,807","600,000","600,000","600,000"
Other Financing Sources,,,,,
Investment Income,,114,-,-,-
Total Recreation Fund,Total Recreation Fund,"523,921","600,000","600,000","600,000"
500 Cemetery Fund,500 Cemetery Fund,,,,
Charges For Services,,,,,
Charges for Services,,"42,200","50,000","50,000","50,000"
Other Financing Sources,,,,,
Investment Income,,"11,980","50,000","50,000","50,000"
Total Cemetery Fund,Total Cemetery Fund,"54,180","100,000","100,000","100,000"
620 Other Post-Employment Benefits,620 Other Post-Employment Benefits,620 Other Post-Employment Benefits,,,
Operating Transfers In,,,,,
Transfers In,,"1,000,000","2,500,000","2,500,000","2,500,000"
Total Other Post-Employment Benefits,Total Other Post-Employment Benefits,"1,000,000","2,500,000","2,500,000","2,500,000"
630 New Port Community Development Authority,630 New Port Community Development Authority,630 New Port Community Development Authority,630 New Port Community Development Authority,,
Charges For Services,,,,,
Charges for Services,,-,"960,220","1,022,642","1,022,642"
Total New Port Community Development Authority,Total New Port Community Development Authority,-,"960,220","1,022,642","1,022,642"
Fiscal Year 2012,14,,,,Summary Reports
