Name: “Table 1 of 1 on page 13 of 39”,Name: “Table 1 of 1 on page 13 of 39”,Name: “Table 1 of 1 on page 13 of 39”
Table: 13,Table: 13,Table: 13
,,
"CITY OF PORTSMOUTH, VIRGINIA",,"Exhibit H, Continued"
"Notes to Basic Financial Statements, Continued",,
Depreciation expense was charged to functions as follows:,,
General government,$,"1,792,478"
Judicial,,"263,975"
Public safety,,"676,523"
Public works,,"2,161,265"
Health and welfare,,"481,894"
"Parks, recreation and cultural",,"391,371"
Community development,,"307,797"
Education,,"1,954,395"
Total governmental funds,,"8,029,698"
Depreciation on capital assets held by the City's internal service,,
funds (see Exhibit E-2) is charged to the various functions,,
based on their usage of the assets.,,"2,377,630"
Total governmental activities,$,"10,407,328"
40,,
