Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”,Name: “Table 1 of 1 on page 105 of 108”
Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105
,,,,,,,,
,,City of Portsmouth,City of Portsmouth,City of Portsmouth,,,,
,,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,,Capital Improvements,Capital Improvements,Capital Improvements,,,,
,,Fleet Management,Fleet Management,Fleet Management,,,,
,Appropriated,FY 2012,,Un-Appropriated Subsequent Years,Un-Appropriated Subsequent Years,,5 Year,CIP
,To Date,Adopted,FY 2013,FY 2014,FY 2015,FY 2016,Total,Total
Project Title,,,,,,,,
City Garage Fleet,"5,643,993","2,810,689","1,689,108","2,020,733","2,233,298","2,907,536","11,661,364","17,305,357"
Waste Management Fleet,"814,056","395,535","364,769","225,038","1,395,112","1,433,118","3,813,572","4,627,628"
Total Project Cost,"6,458,049","3,206,224","2,053,877","2,245,771","3,628,410","4,340,654","15,474,936","21,932,985"
Debt Funding,,,,,,,,
Master Lease Revenue,"6,458,049","3,206,224","2,053,877","2,245,771","3,628,410","4,340,654","15,474,936","21,932,985"
Total Funding,"6,458,049","3,206,224","2,053,877","2,245,771","3,628,410","4,340,654","15,474,936","21,932,985"
Fiscal Year 2012,,,105,,,,Capital Improvements,Capital Improvements
