Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”,Name: “Table 1 of 1 on page 67 of 70”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,
,,City of Portsmouth,City of Portsmouth,City of Portsmouth,,,,
,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
,,Capital Improvements,Capital Improvements,Capital Improvements,,,,
,,Contingency,Contingency,Contingency,,,,
,,Parking Authority CIP,Parking Authority CIP,Parking Authority CIP,,,,
,Appropriated,FY 2014,Un-Appropriated Subsequent Years,Un-Appropriated Subsequent Years,Un-Appropriated Subsequent Years,,5 Year,CIP
,To Date,Adopted,FY 2015,FY 2016,FY 2017,FY 2018,Total,Total
Project Title,,,,,,,,
County Street Parking Garage,"250,000",-,"1,500,000","1,600,000",-,-,"3,100,000","3,350,000"
Replacement,,,,,,,,
Parking Garage Repairs,"2,046,272","225,000",-,-,-,-,"225,000","2,271,272"
Total Project Cost,"2,296,272","225,000","1,500,000","1,600,000",-,-,"3,325,000","5,621,272"
Debt Funding,,,,,,,,
Future Bond Issuance,-,-,"1,500,000","1,600,000",-,-,"3,100,000","3,100,000"
General Obligation Bonds,"1,846,272",-,-,-,-,-,-,"1,846,272"
Debt Funding Funding,"1,846,272",-,"1,500,000","1,600,000",-,-,"3,100,000","4,946,272"
Other Funding,,,,,,,,
Sale of Property,"400,000",-,-,-,-,-,-,"400,000"
Transfers,,,,,,,,
Transfer from General Fund,"50,000","225,000",-,-,-,-,"225,000","275,000"
Total Funding,"2,296,272","225,000","1,500,000","1,600,000",-,-,"3,325,000","5,621,272"
Fiscal Year 2014,,,14 - 67,,,,Capital Improvements,Capital Improvements
