Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”,Name: “Table 1 of 1 on page 2 of 15”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,
,,,,,,,,,,,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,
,,,,,,,,,,,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,,,,,,,,,,,,
,,,,,,,,,,,,,,Space Needs,Space Needs,Space Needs,Space Needs,,,,,,,,,,,,,,
,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2007-08,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,2012-13,,FY 09-13',,2013-14',,2014-15',,2015-16',,2016-17',,2017-18',,FY 14-18',,TOTAL
A,Space Needs,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
