Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”,Name: “Table 1 of 1 on page 4 of 15”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,
,,,,,,,,,,,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,
,,,,,,,,,,,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,,,,,,,,,,,,
,,,,,,,,,,,,,,Fire & Rescue,Fire & Rescue,Fire & Rescue,Fire & Rescue,,,,,,,,,,,,,,
,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2007-08,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,2012-13,,FY 09-13',,2013-14',,2014-15',,2015-16',,2016-17',,2017-18',,FY 14-18',,TOTAL
C,Fire & Rescue,,,,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,County Wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCBA Replacement,,,,,,,,,,,$,"700,000",,,,"700,000",,,,,,,,,,,,-,,"700,000"
,Carrollton Fire:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-addition,,"42,500",,"42,500",,,,-,,-,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replace,,,,,,"420,000",,,,,,,,,,"420,000",,,,,,,,,,,,-,,"420,000"
,Tanker/Trailer -replace,,"185,000",,"185,000",,,,,,"185,000",,,,,,"185,000",,,,,,,,,,,,-,,"185,000"
,Brush Truck - Replace,,,,,,-,,,,"100,000",,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Quint - replace,,,,,,,,,,,,,,,,-,,,,,,,,"900,000",,,,"900,000",,"900,000"
,Carrsville Fire:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replace,,,,,,,,,,,,"450,000",,,,"450,000",,,,,,,,,,,,-,,"450,000"
,First Response Vehicle,,,,,,,,,,,,"100,000",,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Tanker -replace,,,,,,,,,,,,,,"450,000",,"450,000",,,,,,,,,,,,-,,"450,000"
,Station Remodel/Update,,,,,,,,,,,,,,,,,,"450,000",,,,,,,,,,"450,000",,"450,000"
,Rushmere Fire:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Upgrade SCBA Equipment,,"35,000",,"35,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Blding Add-Design/Cnstr,,"150,000",,"150,000",,"550,000",,,,,,,,,,"550,000",,,,,,,,,,,,-,,"550,000"
,Engine ReplacE,,"60,000",,"60,000",,,,"300,000",,,,,,"500,000",,"800,000",,,,,,-,,,,,,-,,"800,000"
,Air Cascade Replace,,,,,,,,,,,,,,"60,000",,"60,000",,,,,,,,,,,,-,,"60,000"
,Command Vehicle,,,,,,,,,,,,"60,000",,,,"60,000",,,,,,,,,,,,,,"60,000"
,Smithfield Fire:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Rescue 51-replace,,,,,,,,"600,000",,,,,,,,"600,000",,,,,,,,,,,,-,,"600,000"
,Engine Truck-replace,,,,,,,,,,,,"500,000",,,,"500,000",,,,,,"600,000",,,,,,"600,000",,"1,100,000"
,Brush Truck Replace,,,,,,,,,,,,,,,,-,,"100,000",,,,,,,,,,"100,000",,"100,000"
,Engine Rehab,,,,,,,,,,,,,,,,-,,,,,,"125,000",,,,,,"125,000",,"125,000"
,Ladder Truck Replace,,,,,,,,,,,,,,,,-,,,,,,,,,,"1,000,000",,"1,000,000",,"1,000,000"
,Windsor Fire:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ladder Truck,,,,,,,,,,"1,100,000",,,,,,"1,100,000",,,,,,,,,,,,-,,"1,100,000"
,Tanker Replace,,,,,,,,,,,,,,,,-,,,,,,,,"500,000",,,,"500,000",,"500,000"
,Isle of Wight Rescue:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-replace,,"42,500",,"42,500",,"110,000",,,,,,"100,000",,,,"210,000",,-,,"100,000",,,,,,,,"100,000",,"310,000"
,Second Zone Vehicle,,,,,,,,"35,000",,,,,,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Medic Replace,,,,,,,,,,"140,000",,,,,,"140,000",,,,"200,000",,,,"200,000",,,,"400,000",,"540,000"
,Medic Replace Incr,,,,,,,,,,,,"140,000",,,,"140,000",,,,,,,,,,,,-,,"140,000"
,Windsor Rescue:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Monitor/Defib - replace,,,,,,,,,,,,,,"100,000",,"100,000",,,,,,,,,,,,-,,"100,000"
,New Zone Car,,,,,,,,,,,,,,,,-,,,,,,"50,000",,,,,,"50,000",,"50,000"
,Ambulance-replace,,"85,000",,"85,000",,,,,,"120,000",,,,,,"120,000",,"150,000",,,,,,,,"150,000",,"300,000",,"420,000"
,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,TOTAL:,$,"600,000",$,"600,000",$,"1,080,000",$,"935,000",$,"1,645,000",$,"2,050,000",$,"1,110,000",$,"6,820,000",$,"700,000",$,"300,000",$,"775,000",$,"1,600,000",$,"1,150,000",$,"4,525,000",$,"11,345,000"
Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,$,-,$,-,$,"580,000",$,"435,000",$,"1,145,000",$,"1,550,000",$,"610,000",$,"4,320,000",$,"700,000",$,"300,000",$,"775,000",$,"1,600,000",$,"1,150,000",$,"4,525,000",$,"8,845,000"
,Fund Balance/Reserves,,"650,000",,"650,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,-,,-,,-,,-,,,,-,,"2,500,000"
,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,TOTAL:,$,"650,000",$,"650,000",$,"1,080,000",$,"935,000",$,"1,645,000",$,"2,050,000",$,"1,110,000",$,"6,820,000",$,"700,000",$,"300,000",$,"775,000",$,"1,600,000",$,"1,150,000",$,"4,525,000",$,"11,345,000"
Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,Above amounts represents 100% paid by County and $0 contribution from associations,,,,,,,,,,,,,,,,,,,,
County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,County and/or associations will apply for equipment grants each year,,,,,,,,,,,,,,,,,,,,,,,,
