,GENERAL GOVERNMENT,,
,,REVENUE,
,Budget,Budget,Variance
,FY 2000-2001,FY 2001-2002,
TAXES:,,,
Real Estate,"803,000","840,000","37,000"
Personal Property,"478,000","550,000","72,000"
Sales,"160,000","200,000","40,000"
Utility,"230,000","250,000","20,000"
Meals,"520,000","480,000","(40,000)"
Cigarette,-,"150,000","150,000"
Transient Occupancy,-,"34,000","34,000"
Consumption,-,"37,000","37,000"
LICENSES:,,,-
Privilege Licenses,"265,000","260,000","(5,000)"
Vehicle Licenses,"86,000","93,000","7,000"
BANK FRANCHISE,"45,000","76,000","31,000"
FINES,"30,000","40,000","10,000"
INTEREST,"75,975","58,975","(17,000)"
RENTALS,"10,375","18,250","7,875"
SMITHFIELD CENTER RENTALS,-,"60,000","60,000"
COUNTY CONTRIBUTIONS,-,"259,606","259,606"
MISCELLANEOUS,"28,000","20,000","(8,000)"
STATE & FEDERAL AID,"183,543","192,591","9,048"
OPERATING FUNDS-SUB TOTAL,"2,914,893","3,619,422","704,529"
FROM RESERVES,"84,335","(28,060)","(112,395)"
TOTAL,"2,999,228","3,591,362","592,134"
ROAD MAINTENANCE,"553 ,082","556 ,947","3 ,865"
GRAND TOTAL,"3,552,310","4,148,309","595,999"
,EXPENDITURES,,
,Budget,Budget,
,FY 2000-2001,FY 2001-2002,
GENERAL GOVERNMENT,"886,925","788,259","(98,666)"
TREASURER,"171,462","139,048","(32,414)"
SMITHFIELD CENTER,-,"273,695","273,695"
POLICE DEPARTMENT,"1,133,370","1,240,912","107,542"
VOLUNTEER FIRE DEPARTMENT,"94,893","102,070","7,177"
PUBLIC WORKS,"302,336","277,519","(24,817)"
PUBLIC BUILDINGS,"55,762","62,802","7,040"
CONTRIBUTIONS,"246,980","318,127","71,147"
PARKS & RECREATION,"2,500","12,500","10,000"
TOTAL OPERATING EXPENDITURES,"2,894,228","3,214,932","320,704"
CAPITAL OUTLAY,"105,000","376,430","271,430"
SUB-TOTAL,"2,999,228","3,591,362","592,134"
ROAD MAINTENANCE,"553,082","556,947","3,865"
GRAND TOTAL,"3,552,310","4,148,309","595,999"
,WATER AND SEWER,,
,,REVENUE,
,Budget,Budget,
,FY 2000-2001,FY 2001-2002,
SALE OF WATER,"360,000","390,883","30,883"
WATER TAP FEES,"38,500","38,500",-
SEWER CHARGES,"320,000","320,000",-
CONNECTION FEES,"70,000","70,000",-
OFF-SITE IMPROVEMENT,,,-
IMPACT FEES,"23,000","20,000","(3,000)"
INTEREST,"50,300","58,300","8,000"
OTHER REVENUE,"13,800","7,000","(6,800)"
FROM RESERVE,"(14,968)","249,491","264,459"
TOTAL,"860,632","1,154,174","293,542"
,,EXPENDITURES,
,Budget,Budget,
,FY 2000-2001,FY 2001-2002,
OPERATING EXPENSES,"555,629","648,539","92,910"
DEBT SERVICE,"225,003","183,735","(41,268)"
CAPITAL OUTLAY,"80,000","321,900","241,900"
TOTAL,"860,632","1,154,174","293,542"
,GENERAL GOVERNMENT,
,,REVENUE
,Budget,Budget
,FY 2001-2002,FY 2002-2003
TAXES:,,
Real Estate,"840,000","980,000"
Personal Property,"550,000","515,000"
Sales,"200,000","185,000"
Utility,"250,000","250,000"
Meals,"480,000","550,000"
Cigarette,"150,000","125,000"
Transient Occupancy,"34,000","35,000"
Consumption,"37,000","40,000"
Cell Phone,-,"85,000"
LICENSES:,,
Privilege Licenses,"260,000","260,000"
Vehicle Licenses,"93,000","95,000"
BANK FRANCHISE,"76,000","90,000"
FINES,"40,000","40,000"
INTEREST,"58,975","50,000"
RENTALS,"18,250","13,500"
SMITHFIELD CENTER RENTALS,"60,000","60,000"
COUNTY CONTRIBUTIONS,"259,606",-
MISCELLANEOUS,"20,000","30,000"
STATE & FEDERAL AID,"192,591","209,721"
OPERATING FUNDS-SUB TOTAL,"3,619,422","3,613,221"
FROM OPERATING RESERVES,"(28,060)",-
FROM CAPITAL ESCROW RESERVES,-,"170,000"
TOTAL,"33,,559911 ,, 336622","33,,778833 ,, 222211"
ROAD MAINTENANCE,"556,947","661,245"
GRAND TOTAL,"4,148,309","4,444,466"
,EXPENDITURES,
,Budget,Budget
,FY 2001-2002,FY 2002-2003
GENERAL GOVERNMENT,"788,259","498,448"
TREASURER,"139,048","140,323"
SMITHFIELD CENTER,"273,695","623,390"
POLICE DEPARTMENT,"1,240,912","1,178,377"
VOLUNTEER FIRE DEPARTMENT,"102,070","107,070"
PUBLIC WORKS,"277,519","277,420"
PUBLIC BUILDINGS,"62,802","61,625"
CONTRIBUTIONS,"318,127","380,829"
PARKS & RECREATION,"12,500","2,500"
TOTAL OPERATING EXPENDITURES,"3,214,932","3,269,982"
CAPITAL OUTLAY,"376,430","513,239"
SUB-TOTAL,"3,591,362","3,783,221"
ROAD MAINTENANCE,"556,947","661,245"
GRAND TOTAL,"4,148,309","4,444,466"
,WATER AND SEWER,
,,REVENUE
,Budget,Budget
,FY 2001-2002,FY 2002-2003
SALE OF WATER,"390,883","480,000"
WATER TAP FEES,"38,500","44,000"
SEWER CHARGES,"320,000","330,000"
CONNECTION FEES,"70,000","100,000"
OFF-SITE IMPROVEMENT,,
IMPACT FEES,"20,000","35,000"
INTEREST,"58,300","27,400"
OTHER REVENUE,"7,000","8,500"
FROM DEVELOPMENT ESCROW RESERVE,"249,491","250,000"
TOTAL,"1,154,174","1,274,900"
,EXPENDITURES,
,Budget,Budget
,FY 2001-2002,FY 2002-2003
OPERATING EXPENSES,"648,539","784,044"
DEBT SERVICE,"183,735","183,200"
CAPITAL OUTLAY,"321,900","290,500"
TO OPERATING RESERVES,-,"17,156"
TOTAL,"1,154,174","1,274,900"
GENERAL GOVERNMENT,,
,,REVENUE
,Budget,Budget
,FY 2002-2003,FY 2003-2004
TAXES:,,
Real Estate,"980,000","1,100,000"
Personal Property,"515,000","535,000"
Sales,"185,000","190,000"
Utility,"250,000","250,000"
Meals,"550,000","598,000"
