Name: “Table 1 of 1 on page 92 of 157”,Name: “Table 1 of 1 on page 92 of 157”,Name: “Table 1 of 1 on page 92 of 157”,Name: “Table 1 of 1 on page 92 of 157”
Table: 90,Table: 90,Table: 90,Table: 90
,,,
,ISLE OF WIGHT COUNTY,,
FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,
"PARKS, RECREATION AND CULTURAL","PARKS, RECREATION AND CULTURAL","PARKS, RECREATION AND CULTURAL",
"Parks, Recreational and Cultural encompasses the following:","Parks, Recreational and Cultural encompasses the following:",,
Parks and Recreation,Rawls Museum,,
Historic Resources Division,Blackwater Regional Library,,
Skating Rink,Paul D. Camp Community College,,
Smithfield Cultural Arts,,,
,Employee Benefits,Professional/,
,10%,Contracted,
,,Services,
,,,2%
Salaries & Wages,,,Purchased
38%,,,Services
,,,40%
,Equipment /,,Materials /
,Vehicles,,Supplies
,0%,,10%
,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",
,,,Page 86
