Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”,Name: “Table 1 of 1 on page 123 of 157”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,
,,,,,,,,,,,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,
,,,,,,,,,,,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,,,,,,,,,,,,
,,,,,,,,,,,,General Services / Public Works,General Services / Public Works,General Services / Public Works,General Services / Public Works,General Services / Public Works,General Services / Public Works,,,,,,,,,,,,,,
,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2007-08,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,2012-13,,FY 09-13',,2013-14',,2014-15',,2015-16',,2016-17',,2017-18',,FY 14-18',,TOTAL
G,Public Works,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse Truck-replacement,,,,,,"130,000",,,,,,,,,,"130,000",,,,,,,,,,,,-,,"130,000"
,Dump Truck-replacement,,,,,,-,,"90,000",,-,,,,,,"90,000",,,,,,,,,,,,-,,"90,000"
,Refuse Truck-replacement,,,,,,,,,,"135,000",,,,,,"135,000",,,,,,,,,,,,-,,"135,000"
,Carrsville Compactor-replacement,Carrsville Compactor-replacement,,,,,,,,,,,"35,000",,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Refuse Truck - fleet additon,,,,,,,,,,,,"130,000",,,,"130,000",,,,,,,,,,,,-,,"130,000"
,Refuse Truck - replacement,,,,,,,,,,,,,,,,-,,,,"140,000",,,,,,,,"140,000",,"140,000"
,Carroll Bridge Compactor-replacement,Carroll Bridge Compactor-replacement,,,,,,,,,,,,,,,-,,,,"40,000",,,,,,,,"40,000",,"40,000"
,Refuse Containers,,"30,000",,"30,000",,"40,000",,"40,000",,"45,000",,"45,000",,"50,000",,"220,000",,"50,000",,,,"55,000",,,,"60,000",,"165,000",,"385,000"
,Convenience Centers,,,,,,,,,,"250,000",,,,,,"250,000",,,,,,,,,,,,-,,"250,000"
,Roof Replacement:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Windsor VFD,,,,,,"50,000",,,,,,-,,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Building & Grounds:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Old Jail Bldg Restoration,,,,,,,,-,,,,,,,,-,,,,,,,,,,,,-,,-
,Camp Washington Cleanup,,"50,000",,"50,000",,-,,"50,000",,"50,000",,"50,000",,"50,000",,"200,000",,"50,000",,"50,000",,"50,000",,"50,000",,,,"200,000",,"400,000"
,Satellite Fuel Station-Camp Washington,Satellite Fuel Station-Camp Washington,Satellite Fuel Station-Camp Washington,,,,-,,"100,000",,"100,000",,"100,000",,"100,000",,"400,000",,"100,000",,,,,,,,,,"100,000",,"500,000"
,Bobcat-replacement,,,,,,,,,,"40,000",,,,,,"40,000",,,,,,,,,,,,-,,"40,000"
1,Fuel System Upgrade/Repair,,,,,,-,,-,,"10,000",,"75,000",,-,,"85,000",,-,,-,,-,,-,,-,,-,,"85,000"
,TOTAL:,$,"80,000",$,"80,000",$,"220,000",$,"280,000",$,"630,000",$,"435,000",$,"200,000",$,"1,765,000",$,"200,000",$,"230,000",$,"105,000",$,"50,000",$,"60,000",$,"645,000",$,"2,410,000"
Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
