Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”,Name: “Table 1 of 1 on page 23 of 157”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,
,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,
,FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,,
,SALARY & BENEFIT SUMMARY,SALARY & BENEFIT SUMMARY,SALARY & BENEFIT SUMMARY,SALARY & BENEFIT SUMMARY,,,
,,,FY 2009,FY 2009,,,
EMPLOYEE BENEFITS:,FY 2008,FY 2008,ADOPTED,ADOPTED,,,
,BUDGET,BUDGET,BUDGET,BUDGET,$ CHANGE,$ CHANGE,% CHANGE
"Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.","Deferred Compensation Plan (457B) - Beginning in FY 2008, the County matches $35 per month, up from $25.",
Current Staff,$,"42,110",$,"60,110",$,"18,000",42.7%
New Staff,,-,,-,,0,N/A
,,"42,110",,"60,110",,"18,000",42.7%
Worker's Compensation Insurance,$,"100,250",$,"155,950",$,"55,700",55.6%
Tuition Reimbursement,,"10,000",,"10,000",,0,N/A
Unemployment Compensation,,"10,000",,"10,000",,0,0.0%
Other,,"11,445",,"11,649",,204,1.8%
Total Benefits,$,"2,757,211",$,"2,999,251",$,"242,040",8.8%
TOTAL SALARIES & BENEFITS,$,"12,094,784",$,"12,746,056",$,"651,272",5.4%
,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,
,,,,,,,Page 17
