Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”,Name: “Table 1 of 1 on page 116 of 157”
Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,
,,,,,,,,,,,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,FY 2009-13 CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,
,,,,,,,,,,,,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,,,,,,,,,,,,,
,,,,,,,,,,,,,General Summary,General Summary,General Summary,General Summary,General Summary,,,,,,,,,,,,,,,
,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2007-08,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,2012-13,,FY 09-13',,,2013-14',,2014-15',,2015-16',,2016-17',,2017-18',,FY 14-18',,TOTAL
A,Space Needs,"$ 28,285,000","$ 28,285,000","$ 28,285,000","$ 28,285,000",$,"925,000",$,"350,000",$,"1,835,000",$,"7,582,000",$,"7,400,000",$,"18,092,000",,$,"4,750,000",$,-,$,-,$,"110,410",$,"5,766,340",$,"10,626,750",$,"28,718,750"
