Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”,Name: “Table 1 of 1 on page 56 of 76”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
SCHOOL BOARD,1.0.90.0.62110 .....,,,,,,,,,PAGE42,PAGE42
CODE,BUDGET FUNCTION,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(·DECREASE),"""'o",
1110 CLERK OF TH E BOARD,,$,,$,,$,,$,,,0.0%
1111,BOARD MEMBERS,$,"3,060",$,"3,060",$,"3,060",$,,,0.0%
2100 FICA BENEFITS,,$,234,$,234,$,234,$,,,0.0%
,TOTAL,$,"3,294",$,"3,294",$,"3,294",$,.,,0.0%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,,6/12/2007,7:37AM
