Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”,Name: “Table 1 of 1 on page 50 of 76”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
HIGH SCHOOL,-,OFFICE OF THE PRINCIPAL,,1.0.32.1.61410 .....,,,,,,,PAGE 36,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"91 ,426",$,"95 ,030",$,"85,751",$,"(9,279)",-9.8%,-9.8%
1127,ASST. PRINCIPALS SALARIES,ASST. PRINCIPALS SALARIES,$,"138,317",$,"203,255",$,"207,235",$,"3,980",2.0%,2.0%
11 50,CLERICAL SALARIES,CLERICAL SALARIES,$,"64,537",$,"71 ,086",$,"73 ,219",$,"2,1 33",3.0%,3.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"22,398",$,"28,257",$,"28,015",$,(242 ),-0.9%,-0.9%
2210,VRS BENEFITS,VRS BENEFITS,$,"36 ,104",$,"54,519",$,"60 ,277",$,"5,758",10.6%,10.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"10,631",$,"11,535",$,"16,000",$,"4,465",38.7%,38.7%
2400,GLI BENEFITS,,$,130,$,"1,810",$,"3,662",$,"1,852",102.3%,102.3%
,,TOTAL,$,"363,543",$,"465,492",$,"474,159",$,"8,667",1.9%,1.9%
,Testing Supervisor,Testing Supervisor,,,,,,,,,,
,2 Assistant Principals,2 Assistant Principals,,,,,,,,,,
,Alternate Education Supervisor,Alternate Education Supervisor,,,,,,,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
