Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”,Name: “Table 1 of 1 on page 70 of 76”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
TITLE II·A,PRIMARY,1.3.21.1.61100,,,,,,,,,PAGE,56
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
1120 ESL TEACH ER,1120 ESL TEACH ER,,$,,$,,$,,$,,,0.0%
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,-,$,.,$,.,$,.,,0.0%
TITLE II·A,ELEMENTARY,1.3.22.1.611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
1120,SALARIES,,$,"31,914",$,"33,510",$,"32,505",$,"(1,005)",-3.0%,-3.0%
1140,AIDES SALARIES,,$,,$,,$,,$,,,0.0%
1520,SUBSTITUTE SALARIES,,$,,$,-,$,,$,,,0.0%
3000,STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,"31 ,914",$,"33,510",$,"32,505",$,"(1,005)",-3.0%,-3.0%
TITLE II·A,MIDDLE,1.3.31.1.61100,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,.,$,.,$,-,$,-,,0.0%
TITLE II · A,HIGH,1.3.32.1.611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120 SALARIES,1120 SALARIES,,$,,$,"8,400",$,"8,820",$,420,,5.0%
3020 REMEDIATION,3020 REMEDIATION,,$,,$,,$,,$,,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,.,$,"8,400",$,"8,820",$,420,,5.0%
TITLE II · A,DIVISION WIDE,1.3.90.1 .611 00,,,,,,,,,,
CODE,BUDGET FUN CTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120 SALARIES,1120 SALARIES,,$,,$,"10,129",$,"10,129",$,-,,0.0%
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,844,,,$,-,$,,#DIV/0!,#DIV/0!
4000 INTERNAL CHARGES,4000 INTERNAL CHARGES,,$,"1,190",$,,$,,$,,,0.0%
,,TOTAL,$,"2,035",$,"10,129",$,"10,129",$,.,#DIV/0!,#DIV/0!
,TITLE II·D TECHNOLOGY· NO CHILD LEFT BEHIND,TITLE II·D TECHNOLOGY· NO CHILD LEFT BEHIND,TITLE II·D TECHNOLOGY· NO CHILD LEFT BEHIND,,,,,,,,,
3000 PROFESSIONAL DEVELOPMENT,3000 PROFESSIONAL DEVELOPMENT,3000 PROFESSIONAL DEVELOPMENT,$,"1,995",$,"1,995",$,"1,307",$,(688),-34.5%,-34.5%
5500 TRAVEL,5500 TRAVEL,,$,.,$,.,$,,$,.,,0.0%
,,TOTAL,$,"1,995",$,"1,995",$,"1,307",$,(688),-34.5%,-34.5%
,GRAND TOTAL FOR TITLE II,,$,"35,943.55",$,"54,034",$,"52,761",$,"(1,273)",·2.4%,·2.4%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
