Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”,Name: “Table 1 of 1 on page 59 of 76”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,1.0.90.0.62220 .....,1.0.90.0.62220 .....,,,,,PAGE45,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1131,SCHOOL NURSES,,,$,"114,936",$,"128,782",$,"144,749",$,"15,967",12.4%,12.4%
1132,SUBSTITUTE NURSES,SUBSTITUTE NURSES,,$,"4,178",$,"3,400",$,"4,340",$,940,27.6%,27.6%
1620,SUPPLEMENT SALARY,SUPPLEMENT SALARY,,$,"1,088",$,"2,000",$,"2,000",$,,0.0%,0.0%
2100,FICA BENEFITS,,,$,"9,218",$,"10,265",$,"11 ,558",$,"1,293",12.6%,12.6%
2210,VRS BENEFITS,,,$,"11 ,571",$,"19,008",$,"23,826",$,"4,817",25.3%,25.3%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"2,924",$,"8,557",$,"11 ,000",$,"2,443",28.5%,28.5%
2400,GLI BENEFITS,,,$,173,$,631,$,"1,447",$,816,129.4%,129.4%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,,$,75,$,500,$,500,$,,0.0%,0.0%
5500,TRAVEL A & H,,,$,150,$,850,$,850,$,,0.0%,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,"3,245",$,"5,000",$,"6,000",$,"1,000",20.0%,20.0%
6015,HEPATITIS-B VACCINE,HEPATITIS-B VACCINE,,$,200,$,"2,000",$,"1,000",$,"(1,000)",-50.0%,-50.0%
,,,TOTAL,$,"147,758",$,"180,993",$,"207,270",$,"26,277",14.5%,14.5%
,Increase substitute nurse pay to equal teacher sub pay,Increase substitute nurse pay to equal teacher sub pay,Increase substitute nurse pay to equal teacher sub pay,Increase substitute nurse pay to equal teacher sub pay,Increase substitute nurse pay to equal teacher sub pay,,,,,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,7:37 AM
