Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”,Name: “Table 1 of 1 on page 57 of 76”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
DIVISION WIDE,-,ADMINISTRATION,1.0.90.0.62120 .....,1.0.90.0.62120 .....,,,,,,,,PAGE 43,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,{- DECREASE),%,
1112,SUPERINTENDENT SALARY,,,$,"111 ,1 91",$,"11 6,751",$,"120,253",$,"3,502",,3.0%
1112A,OTHER COMPENSATION,,,$,"18,310",$,"23,585",$,"23,585",$,,,0.0%
111 3,ASST. SUPERINTENDENT,,,$,"91 ,993",$,"95,564",$,"98,349",$,"2,785",,2.9%
11 30,OTHER PROFESSIONAL,,,$,"312,924",$,"310,750",$,"257,1 DO",$,"{53,650)",-17.3%,-17.3%
11 50,CLERICAL SUPPORT STAFF,,,$,"253,973",$,"269,200",$,"104,339",$,"(1 64,861)",-61.2%,-61.2%
1151,SUBSTITUTE SALARIES,,,$,"2,261",$,"5,750",$,"6,000",$,250,,4.3%
1520,IN SCHOOL PAYROLL,,,$,"47,989",$,,$,,$,,,0.0%
2100,FICA BENEFITS,,,$,"59,897",$,"62,852",$,"46,636",$,"(16,216)",-25.8%,-25.8%
2210,VRS BENEFITS,,,$,"94,149",$,"11 6,938",$,"99,357",$,"(17,581)",-15.0%,-15.0%
2300,HEALTH BENEFITS,,,$,"41,249",$,"60,380",$,"28,102",$,"(32,278)",-53.5%,-53.5%
2400,GLI BENEFITS,,,$,,$,"3,882",$,"6,036",$,"2,154",55.5%,55.5%
