Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”,Name: “Table 1 of 1 on page 61 of 76”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,,1.0.90.0.62240 .. ...,,,,,PAGE 47,PAGE 47
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+ INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1130,SPEECH THERAPIST,SPEECH THERAPIST,,$,"47,500",$,"49,700",$,"51 ,095",$,"1,395",,2.8%
2100,FICA BENEFITS,,,$,"3,640",$,"3,802",$,"3,909",$,107,,2.8%
2210,VRS BENEFITS,,,$,"5,974",$,"7,336",$,"8,410",$,"1,075",14.6%,14.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,830,$,"6,811",$,"1,000",$,"(5,811 )",-85.3%,-85.3%
2400,GLI BENEFITS,,,$,89,$,244,$,511,$,267,109.8%,109.8%
,,,TOTAL,$,"58,034",$,"67,892",$,"64,925",$,"(2,967)",-4.4%,-4.4%
,TOTAL ADMINISTRATION,TOTAL ADMINISTRATION,,$,"1,180,033",I$,"1,288,273",I $,"1,012,514",,,-21.4%,-21.4%
,ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,,$,"276,166",I$,"308,777",I $,"336,571",,,,9.0%
,,,TOTAL,$,"1,456,200 I $","1,456,200 I $","1,597,050",I $,"1,349,085",,,-15.5%,-15.5%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
