Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”,Name: “Table 1 of 1 on page 48 of 76”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
HIGH SCHOOL,-,SOCIAL WORKER,1.0.32.1.61220 ...,,,,,,,,PAGE 34,PAGE 34
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"30 ,1 07",$,"31,520",$,"32,466",$,946,,3.0%
2100,FICA BENEF ITS,FICA BENEF ITS,$,"2,316",$,"2,411",$,"2,484",$,72,,3.0%
2210,VRS BENEFITS,,$,"3,727",$,"4,652",$,"5,344",$,692,14.9%,14.9%
2400,GL\ BENEFITS,,$,28,$,154,$,325,$,170,110.2%,110.2%
,,TOTAL,$,"36,179",$,"38,738",$,"40,618",$,"1,880",,4.9%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
