Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”,Name: “Table 1 of 1 on page 33 of 76”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OFFICE OF THE PRINCIPAL,1.0.22.1.61410 ...,1.0.22.1.61410 ...,1.0.22.1.61410 ...,,,,,PAGE19,PAGE19
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"72,540",$,"75,335",$,"80,000",$,"4,665",,6.2%
1127,ASSISTANT PRINCIPAL,ASSISTANT PRINCIPAL,$,"53,040",$,"55,162",$,"64,000",$,"8,838",16.0%,16.0%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"17,331",$,"19,986",$,"20,586",$,600,,3.0%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"28,286",$,"31,403",$,"32,345",$,942,,3.0%
21 DO,FICA BENEFITS,,$,"12,817",$,"13,914",$,"15,065",$,"1,151",,8.3%
2210,VRS BENEFITS,,$,"21 ,075",$,"26,846",$,"32,415",$,"5,568",20.7%,20.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"11 ,905",$,"13,189",$,"13,450",$,261,,2.0%
2400,GLI BENEFITS,,$,83,$,891,$,"1,969",$,"1,078",121.0%,121.0%
,,TOTAL,$,"217,077",$,"236,727",$,"259,830",$,"23,103",9.8%,9.8%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37 AM
