Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”,Name: “Table 1 of 1 on page 64 of 76”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 • 2008 BUDGET,2007 • 2008 BUDGET,2007 • 2008 BUDGET,,,,,,
SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,1.0.90.0.651 00 .. ...,,,,,,,,,PAGE 50,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+IN CREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
1110,ADMINISTRATIVE SALARY,ADMINISTRATIVE SALARY,$,,$,,$,,$,,,0.0%
1180,FOOD SERVICE SALARIES,FOOD SERVICE SALARIES,$,"171,828",$,"210,466",$,"216,780",$,"6,314",,3.0%
1181,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,,$,,$,,$,,,0.0%
2100,FICA BENEFITS,,$,"12,398",$,"15,749",$,"16,584",$,835,,5.3%
2210,VRS BENEFITS,,$,"16,922",$,"22,917",$,"35,682",$,"12,765",55.7%,55.7%
2300,HEALTH BENEFITS,,$,"23,656",$,"40,600",$,"40,600",$,,,0.0%
2400,GLJ BENEFITS,,$,232,$,761,$,"2,1 68",$,"1,407",184.9%,184.9%
5800,MEAL REIMB. ·OPERATION,MEAL REIMB. ·OPERATION,$,"112,747",$,"59,050",$,"111 ,832",$,"52,782",89.4%,89.4%
,MEA REIMB. -BREAKFAST PROG.,MEA REIMB. -BREAKFAST PROG.,$,,$,,$,"7,327",$,"7,327",100.0%,100.0%
8200 CAFETERIA EQUIPMENT REPAIR,8200 CAFETERIA EQUIPMENT REPAIR,8200 CAFETERIA EQUIPMENT REPAIR,$,"43,660",$,,$,,$,,,0.0%
,,TOTAL,$,"381,444",$,"349,543",$,"423,645",$,"74,102",21.2%,21.2%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
