Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”,Name: “Table 1 of 1 on page 47 of 76”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
HIGH SCHOOL,-,GUIDANCE,1.0.32.1 .61210 ...,,,,,,,,PAGE 33,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"158,446",$,"165,895",$,"174,082",$,"8,187",,4.9%
1150,CLERICAL SALARI ES,CLERICAL SALARI ES,$,"37,438",$,"43,345",$,"44,645",$,"1,300",,3.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"14,956",$,"16,007",$,"16,733",$,726,,4.5%
2210,VRS BENEFITS,VRS BENEFITS,$,"24,465",$,"30,884",$,"36,002",$,"5,119",16.6%,16.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"9,029",$,"11 ,045",$,"12,855",$,"1,810",16.4%,16.4%
2400,GLI BENEFITS,GLI BENEFITS,$,281,$,"1,025",$,"2,187",$,"1,162",113.3%,113.3%
6000,MATERIALS I SUPPLI ES,MATERIALS I SUPPLI ES,$,"6,669",$,"9,525",$,"9,525",$,,,0.0%
6010,COURS E DESCRIPTION BOOK,COURS E DESCRIPTION BOOK,$,,$,"1,000",$,,$,"(1 ,000)",-100.0%,-100.0%
,,TOTAL,$,"251,284",$,"278,726",$,"296,029",$,"17,303",,6.2%
,Course Description book not funded,Course Description book not funded,,,,,,,,,,
2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
