Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”,Name: “Table 1 of 1 on page 30 of 76”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GUIDANCE,1.0.22.1.61210 ...,,,,,,,,PAGE16,PAGE16
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"44,920",$,"48,174",$,"40,373",$,"(7,801)",-16.2%,-16.2%
2100,FICA BENEFITS,,,$,"3,057",$,"3,685",$,"3,089",$,(597),-16.2%,-16.2%
2210,VRS BENEFITS,,,$,"5,793",$,"7,110",$,"6,645",$,(465),-6.5%,-6.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"6,780",$,"7,356",$,"4,650",$,"(2,706)",-36.8%,-36.8%
2400,GLI BENEFITS,,,$,87,$,236,$,404,$,168,71.0%,71.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,865,$,"1,260",$,"1,260",$,,0.0%,0.0%
,TOTAL,TOTAL,TOTAL,$,"61,501",$,"67,822",$,"56,421",$,"(11,401)",-16.8%,-16.8%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37 AM
