Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”,Name: “Table 1 of 1 on page 41 of 76”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
MIDDLE SCHOOL,-,MEDIA,1.0.31.1.61320 .. .,,,,,,,,,PAGE 27,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"59,698",$,"62,545",$,"64,340",$,"1,795",,2.9%
1150,AID ES SALARY,AID ES SALARY,,$,"14,205",$,"18,565",$,"21,463",$,"2,898",15.6%,15.6%
2100,FICA BENEFITS,FICA BENEFITS,,$,"5,584",$,"6,205",$,"6,564",$,359,,5.8%
2210,VRS BENEFITS,VRS BENEFITS,,$,"9,607",$,"11,972",$,"14,123",$,"2,151",18.0%,18.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"5,486",$,"6,970",$,"5,975",$,(995),-14.3%,-14.3%
2400,GLI BENEFITS,GLI BENEFITS,,$,144,$,397,$,858,$,461,115.9%,115.9%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"3,640",$,"5,405",$,"5,405",$,,,0.0%
8200,EQUIPM ENT ADDITIONS,EQUIPM ENT ADDITIONS,EQUIPM ENT ADDITIONS,$,,$,,$,,$,,,0.0%
,,TOTAL,TOTAL,$,"98,363",$,"112,059",$,"118,728",$,"6,669",,6.0%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/1 2/2007,7:37 AM
