Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”,Name: “Table 1 of 1 on page 44 of 76”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
MIDDLE SCHOOL,MIDDLE SCHOOL,-,VOCATIONAL INSTRUCTION,VOCATIONAL INSTRUCTION,1.0.31.3.61100 ...,1.0.31.3.61100 ...,,,,,,PAGE 30,PAGE 30
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"112,454",$,"11 3,251",$,"116,484",$,"3,233",,2.9%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,$,"8,555",$,"8,664",$,"8,911",$,247,,2.9%
2210,VRS BENEFITS,VRS BENEFITS,VRS BENEFITS,$,"14,032",$,"16,716",$,"19,173",$,"2,457",14.7%,14.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"5,060",$,"6,445",$,"6,000",$,(445),-6.9%,-6.9%
2400,GLI BENEFITS,GLI BENEFITS,GLI BENEFITS,$,155,$,555,$,"1,165",$,610,109.9%,109.9%
5500,TRAVEL,,,$,296,$,650,$,650,$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"2,942",$,"4,618",$,"4,618",$,,,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"1,451",$,"2,500",$,"2,500",$,,,0.0%
8201,C & T OTHER EQUIPMENT,C & T OTHER EQUIPMENT,C & T OTHER EQUIPMENT,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,"144,947",$,"153,398",$,"159,501",$,"6,103",,4.0%
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
