Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”,Name: “Table 1 of 1 on page 74 of 76”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,1.6.90.6.61100 .....,1.6.90.6.61100 .....,,,,,,,,PAGE 60,PAGE 60
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"26,420",$,"29,722",$,"29,770",$,48,,0.2%
,Transportation,,$,,$,,$,-,$,,,0.0%
1120,"K, 1, 2, SUMMER SCHOOL CLASSES","K, 1, 2, SUMMER SCHOOL CLASSES",$,,$,,$,,$,,,0.0%
2100,FICA BENEFITS,,$,"2,015",$,"2,274",$,"2,145",$,(129),-5.7%,-5.7%
6000,MATERIALS I SUPPLI ES,,$,"1,230",$,"1,410",$,"1,410",$,,,0.0%
,,TOTAL,$,"29,665",$,"33,406",$,"33,325",$,(81),-0.2%,-0.2%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/1 2/2007,6/1 2/2007,7:37 AM
