Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”,Name: “Table 1 of 1 on page 46 of 76”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
HIGH SCHOOL,HIGH SCHOOL,-,INSTRUCTION,1o0o32o1o611 OOo 00,,,,,,,,PAGE 32,
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCR EASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"2, 149, 119",$,"2,275,850",$,"2,289,744",$,"13,894",,0.6%
11 21,IN-SCHOOL SUSPENSION,IN-SCHOOL SUSPENSION,IN-SCHOOL SUSPENSION,$,,$,"15,045",$,"14,350",$,(695),-4.6%,-4.6%
1122,ISAEP,,,$,"16,000",$,"7,859",$,"7,859",$,,,0.0%
1123,NEW TEACHER MENTORSHIP,NEW TEACHER MENTORSHIP,NEW TEACHER MENTORSHIP,$,,$,"2,200",$,"2,200",$,,,0.0%
1125,CURRICULU M W RITING,CURRICULU M W RITING,CURRICULU M W RITING,$,,$,"2,500",$,"2,500",$,,,0.0%
11 26,SCHOOL RESOURCE OFFICER,SCHOOL RESOURCE OFFICER,SCHOOL RESOURCE OFFICER,$,,$,,$,,$,,,0.0%
1520,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,$,"38,779",$,"48,500",$,"52 ,574",$,"4,074",,8.4%
1620,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,$,"204,303",$,"197,587",$,"199,327",$,"1,740",,0.9%
1622,PSAT/SAT STIPEND,PSAT/SAT STIPEND,PSAT/SAT STIPEND,$,"3,720",$,"11 ,000",$,"11 ,000",$,,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,$,"185,963",$,"198,878",$,"197,416",$,"(1,462)",-0.7%,-0.7%
22 10,VRS BENEFITS,VRS BENEFITS,VRS BENEFITS,$,"278,699",$,"341,709",$,"380 ,719",$,"39,010",11.4%,11.4%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"195,254",$,"197,251",$,"224,474",$,"27,223",13.8%,13.8%
2400,GLI BENEF ITS,GLI BENEF ITS,GLI BENEF ITS,$,"4,065",$,"11,344",$,"23,130",$,"11,786",103.9%,103.9%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"11,711",$,"15,155",$,"14,780",$,(375),-2.5%,-2.5%
