Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”,Name: “Table 1 of 1 on page 29 of 76”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,INSTRUCTION,1.0.22.1.611 00 ...,,,,,,,,PAGE15,PAGE15
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"1,207,952",$,"1,250,596",$,"1,277,667",$,"27,071",,2.2%
1123,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,$,,$,"3,000",$,"3,000",$,,,0.0%
11 51,AIDES SALARIES,,,$,"50,072",$,"54,380",$,"62,074",$,"7,694",14.1%,14.1%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"30,958",$,"41,045",$,"44,500",$,"3,455",,8.4%
1620,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,$,,$,,$,,$,,,0.0%
2100,FICA BENEFITS,,,$,"101,028",$,"108,719",$,"106,124",$,"(2,595)",-2.4%,-2.4%
2210,VRS BENEFITS,,,$,"162,599",$,"200,232",$,"220,521",$,"20,289",10.1%,10.1%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"76,969",$,"84,331",$,"84,500",$,169,,0.2%
2400,GLI BENEFITS,,,$,"2,455",$,"6,748",$,"13,397",$,"6,649",98.5%,98.5%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"1,450",$,"4,910",$,"4,060",$,(850),-17.3%,-17.3%
3001,PURCHASE SERVICES,PURCHASE SERVICES,PURCHASE SERVICES,$,,$,,$,,$,,,0.0%
5500,TRAVEL,,,$,"2,836",$,"2,525",$,"3,000",$,475,18.8%,18.8%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"21 ,675",$,"15,500",$,"15,500",$,,0.0%,0.0%
6001,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,$,,$,-,$,,$,,0.0%,0.0%
6003,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,$,442,$,,$,,$,,0.0%,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,66,$,"2,800",$,"2,800",$,,0.0%,0.0%
8201,OTHERUSEOFFUNDS,OTHERUSEOFFUNDS,OTHERUSEOFFUNDS,$,181,$,"2,420",$,"2,420",$,,0.0%,0.0%
,TOTAL,TOTAL,TOTAL,$,"1,658,681",$,"1,777,206",$,"1,839,564",$,"62,358",3.5%,3.5%
,3% increase for all staff,3% increase for all staff,3% increase for all staff,,,,,,,,,,
,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,,,,,,,,
,raise sub pay from $62 to $70,raise sub pay from $62 to $70,raise sub pay from $62 to $70,,,,,,,,,,
,VRS rate at 16.46%,VRS rate at 16.46%,,,,,,,,,,,
,GL rate at 1%,,,,,,,,,,,,
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
