Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”,Name: “Table 1 of 1 on page 32 of 76”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,·,MEDIA,1.0.22.1.61320 ...,,,,,,,,PAGE18,PAGE18
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCT IONAL SALARIES,INSTRUCT IONAL SALARIES,INSTRUCT IONAL SALARIES,$,"49,062",$,"51 ,379",$,"52,839",$,"1,460",,2.8%
1150,AI DES SALARIES,,,$,"19,403","""'","21,475",$,"21,475",$,,,0.0%
,,,,,,"""",,,,,,,
2100,FICA BENEFITS,,,$,"5,248",$,"5,573",$,"5,685",$,112,,2 .0%
2210,VRS BENEFITS,,,$,"8,517",$,"10,753",$,"12,232",$,"1,479",13.8%,13.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,264",$,"1,675",$,"1,675",$,,,0.0%
2400,GLI BENEFITS,,,$,83,$,357,$,743,$,386,108.2%,108.2%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"3,526",$,"5,000",$,"5,000",$,,,0.0%
,TOTAL,TOTAL,TOTAL,$,"87,103",$,"96,213",$,"99,649",$,"3,437",3.6%,3.6%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
