Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”,Name: “Table 1 of 1 on page 14 of 76”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2007 I 2008 BUDGET,2007 I 2008 BUDGET,2007 I 2008 BUDGET,2007 I 2008 BUDGET,,,,,
,LOCAL REVENUE,,,,,,,,,PAGE 1
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,+INCREASE,+INCREASE,
,,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
1612020,DRIVER EDUCATION,$,,$,-,$,,$,,
1612021,ATHLETIC PARTICIPATION,$,,$,,$,,$,,0.0%
1612040,SCHOOL FOOD SERVICE,$,"183,464",$,"274,122",$,"293,088",$,"18,966",6.9%
1899120,MISCELLANEOUS,$,"46,330",$,"35,000",$,"45,000",$,"10,000",28.6%
1899121,IN-SCHOOL PAYROLL RECEIPTS,$,"86,802",$,,$,,$,,0.0%
1899125,HURRICANE ISABEL,$,,$,,$,,$,,0.0%
5105000,OPERATION,$,"7,456,200",$,"7,880,000",$,"8,274,000",$,"394,000",5.0%
5105011,CITY FUND BALANCE,$,"98,904",$,,$,,$,,0.0%
,,,,,,,,,,0.0%
,TOTAL LOCAL FUNDS,$,"7,871,701",$,"8,189,122",$,"8,612,088",$,"422,966",5.2%
,Revenue is based on a student enrollment of 2572,Revenue is based on a student enrollment of 2572,,,,,,,,
6/12/2007,7:37AM,2007-2008 Budget Revenue FINAL.xls,,,,,,,,
