Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”,Name: “Table 1 of 1 on page 23 of 76”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
PRIMARY SCHOOL,-,MEDIA,1.0.21 .1.61320 ...,,,,,,,,,PAGE 10,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"36,410",$,"39,567",$,"40,620",$,"1,053",,2.7%
1150,AIDES SALARIES,AIDES SALARIES,,$,"12,610",$,"13,11 4",$,"14,300",$,"1,186",,9.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"3,567",$,"4,030",$,"4,201",$,171,,4.3%
2210,VRS BENEFITS,VRS BENEFITS,,$,"6,172",$,"7,776",$,"9,040",$,"1,264",16.3%,16.3%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"4,509",$,"5,977",$,"5,975",$,(2),,0.0%
2400,GLI BENEFITS,,,$,92,$,258,$,549,$,291,11 2.8%,11 2.8%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"3,377",$,"4,175",$,"4, 175",$,,,0.0%
,,TOTALS,TOTALS,$,"66,737",$,"74,897",$,"78,860",$,"3,963",,5.3%
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
