Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”,Name: “Table 1 of 1 on page 25 of 76”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
PRIMARY SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.21.2.611 00 ...,1.0.21.2.611 00 ...,1.0.21.2.611 00 ...,,,,,PAGE12,PAGE12
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"191,642","191,642",$,"202,087",$,"164,034",$,"(38,053)",-18.8%,-18.8%
11 51,AI DES SALARIES,AI DES SALARIES,$,"39,877","39,877",$,"48,629",$,"55,691",$,"7,062",14.5%,14.5%
2100,FICA BENEFITS,FICA BENEFITS,$,"17,415","17,415",$,"19,180",$,"16,809",$,"(2,371)",-12.4%,-12.4%
22 10,VRS BENEFITS,VRS BENEFITS,$,"29,218","29,218",$,"37,006",$,"36,167",$,(839),-2.3%,-2.3%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"17,865","17,865",$,"19,963",$,"14,963",$,"(5,000)",-25. 0%,-25. 0%
2400,GLI BENEFITS,,$,,438,$,"1,229",$,"2,197",$,969,78.9%,78.9%
3000,PURCHASE I RELATED SERV.,PURCHASE I RELATED SERV.,$,"36,100","36,100",$,"37,000",$,"37,000",$,-,0.0%,0.0%
3001,PRESCHOOL HANDICAPPED,PRESCHOOL HANDICAPPED,$,"1,454","1,454",$,"12,240",$,"12,238",$,(2),0.0%,0.0%
3002,PRESCHOOL carryover,PRESCHOOL carryover,$,"1,616","1,616",$,,$,,$,,0.0%,0.0%
3003,PRESCHOOL GRANT - A,PRESCHOOL GRANT - A,$,,,$,,$,,$,,0.0%,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,718","1,718",$,"2,760",$,"2 ,760",$,,0.0%,0.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"30,967","30,967",$,"29,510",$,"29 ,510",$,,0.0%,0.0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,,$,,$,,$,,0.0%,0.0%
,,TOTAL,$,"368,312","368,312",$,"409,603",$,"371,369",$,"(38,234)",-9.3%,-9.3%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/1 2/2007,6/1 2/2007,7:37 AM
