Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”,Name: “Table 1 of 1 on page 40 of 76”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
MIDDLE SCHOOL,-,GUIDANCE,1.0.31 .1.61210 ...,,,,,,,,PAGE26,PAGE26
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+ INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"83,479",$,"87,385",$,"93,339",$,"5,954",,6.8%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"42,102",$,"45,585",$,"49,700",$,"4,115",,9.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"9,580",$,"10,1 72",$,"10,942",$,770,,7.6%
221 0,VRS BENEFITS,VRS BENEFITS,$,"15,900",$,"19,626",$,"23,544",$,"3,918",20.0%,20.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"6,955",$,"8,371",$,"8,400",$,29,,0.3%
2400,GLI BENEFITS,GLI BENEFITS,$,217,$,652,$,"1,430",$,779,119.5%,119.5%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"1,479",$,"3,250",$,"3,250",$,-,,0.0%
,,TOTAL,$,"159,712",$,"175,041",$,"190,606",$,"15,565",,8.9%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
