Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”,Name: “Table 1 of 1 on page 36 of 76”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OTHER,1.0.22.5.611 00 ...,,,,,,,,PAGE 22,PAGE 22
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"21 ,939",$,"18,245",$,"19,015",$,770,,4.2%
2100,FICA BENEFITS,,,$,"1,546",$,"1,396",$,"1,455",$,59,,4.2%
2210,VRS BENEFITS,,,$,,$,"2,693",$,"3,130",$,437,16.2%,16.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,,$,500,$,,$,(500 ),-100.0%,-100.0%
2400,GLI BENEFITS,,,$,,$,89,$,190,$,101,112.7%,112.7%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,974,$,"1,425",$,"1,425",$,,,0.0%
,TOTAL,TOTAL,TOTAL,$,"24,459",$,"24,348",$,"25,215",$,867,,3.6%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
