Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”,Name: “Table 1 of 1 on page 58 of 76”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,
,SCHOOL BOARD INITIATIVE- 1.0.90.0.62160,SCHOOL BOARD INITIATIVE- 1.0.90.0.62160,,,,,,,PAGE 44,PAGE 44
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,(-DECREASE),%,
1120,MENTOR TEACH ER PROGRAM,$,"2,500",$,,$,,$,,0.0%
2100,FICA,$,27,$,,$,,$,,0.0%
3000,T EACH ER MINI-GRANT,$,"14,088",$,"15,000",$,"15,000",$,,0.0%
3001,MASTE RS COHORT VCU #1,$,"14,250",$,,$,,$,,0.0%
3002,MASTERS COHORT VCU #2,$,"15,750",$,,$,,$,,0.0%
,TOTAL,$,"46,615",$,"15,000",$,"15,000",$,$,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,7:37AM
