Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”,Name: “Table 1 of 1 on page 16 of 76”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2007 /2008 BUDGET,2007 /2008 BUDGET,2007 /2008 BUDGET,2007 /2008 BUDGET,,,,,
,FEDERAL REVENUE,,,,,,,,,
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,+INCREASE,+INCREASE,PAGE 3
,,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
10.553,SCHOOL FOOD BREAKFAST,$,"15,956",,,$,"7,327",$,"7,327",100.0%
10.555,SCHOOL FOOD PROGRAM,$,"102,828",$,"59,050",$,"111 ,832,",$,"52 ,782",89.4%
84.010,P.L. 89-10- TITLE I,$,"73 ,527",$,"74,458",$,"73,700",$,(758),-1 .0%
84.027,P.L. 105-17 - TITLE Vl -8,$,"246,300",$,"381,193",$,"380,412",$,(781),-0 .2%
,TITLE Vl-8 CARRYOVER,$,,$,,$,,$,,0.0%
84.0271,SLIVER GRANT,$,"18,555",$,,$,,$,,0.0%
,SLIVER GRANT CARRYOVER,$,,$,,$,,$,,0.0%
84.0272,ASSISTIVE TECHNOLOGY,$,"2,434",$,,$,,$,,0.0%
84.0481,CARL PERKINS I DISADV. HANDICAP.,$,"18,149",$,"15,442",$,"17,995",$,"2,553",16.5%
84.173,PRESCHOOL HANDICAPPED GRANT,$,"1,616",$,"12,240",$,"12,238",$,(2),0.0%
,PRESCHOOL GRANT CARRYOVER,$,,$,,$,,$,-,0.0%
,PRESCHOOL GRANT 2004/2006,$,,$,,$,,$,,0.0%
84.186,DRUG FREE SCHOOLS,$,"5,458",$,"5,126",$,"5,126",$,,0.0%
,DRUG FREE CARRYOVER,$,,$,,$,,$,,0.0%
84.281,TITLE II - A,$,"45,644",$,"52 ,039",$,"51,454",$,(585),-1.1%
,TITLE II CARRYOVER,$,,$,,$,,$,,0.0%
84.282,TITLE II - D,$,"1,995",$,"1,995",$,"1,307",$,(688),-34.5%
,TITLE II - D CARRYOVER,$,,$,,$,,$,,0.0%
84.293,"FOREIGN LANGUAGE ""FLAP"" GRANT",$,"90,229",$,,$,,$,,0.0%
,FLAP GRANT CARRYOVER,$,,$,,$,,$,,0.0%
84.298,TITLE V,$,"6,377",$,"5,271",$,"2,643",$,"(2,628)",-49.9%
,TITLE V- CARRYOVER,$,,$,,$,,$,,0.0%
84.369,CALCULATOR GRANT,$,"1,460",$,,$,,$,,0.0%
84.841,P.L. 874- IMPACT AID,$,"113,908",$,"130,000",$,"130,000",$,,0.0%
3302990,OTHER FUNDS,$,,$,,$,,$,,0.0%
84.330,AP GRANT,$,104,$,,$,,$,,0.0%
,TOTAL FEDERAL FUNDS,$,"744,540",$,"736,814",$,"794,034",$,"57,220",7.8%
6/1 2/2007,7:37AM,2007-2008 Budget Revenue FINAL.xls,,,,,,,,
