Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”,Name: “Table 1 of 1 on page 73 of 76”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,PRIMARY SCHOOL,PRIMARY SCHOOL,1.4.21.1.61100 .. ...,1.4.21.1.61100 .. ...,,,,,PAGE,59
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
3000,DRUG FREE SCHOOLS,,$,,$,,$,,$,,,0.0%
3030 TITLE IV STAFF DEVELOPMENT,3030 TITLE IV STAFF DEVELOPMENT,,$,,$,,$,,$,-,,0.0%
6000 TITLE IV SUPPLIES,,,$,,$,,$,,$,,,0.0%
,TOTAL,,$,-,$,-,$,-,$,-,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.4.22.1.611 00 .....,1.4.22.1.611 00 .....,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
3000,DRUG FREE SCHOOLS,,$,,$,,$,,$,,,0.0%
3030 TITLE IV STAFF DEVELOPM ENT,3030 TITLE IV STAFF DEVELOPM ENT,,$,,$,,$,,$,,,0.0%
,TOTAL,,$,-,$,-,$,-,$,-,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,MIDDLE SCHOOL,MIDDLE SCHOOL,1.4.31 .1.611 00 .. ...,1.4.31 .1.611 00 .. ...,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
3000,DRUG FREE SCHOOLS,,$,,$,,$,,$,,,0.0%
3030 TITLE IV STAFF DEVELOPMENT,3030 TITLE IV STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%
6000 TITLE IV MATERIALS & SUPPLIES,6000 TITLE IV MATERIALS & SUPPLIES,,$,,$,,$,,$,,,0.0%
,TOTAL,,$,-,$,-,$,-,$,-,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,HIGH SCHOOL,,1.4.32.1 .61 1 00 .....,,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
3000,CONTRACT SERVI CES,,$,"2,418",$,,$,,$,,,0.0%
2100,FICA BENEFITS,,$,,$,,$,,$,,,0.0%
3000,TITLE IV COUNSELING,,$,,$,,$,,$,,,0.0%
3025,TITLE IV DRUG TESTI NG,,$,,$,,$,,$,,,0.0%
3030,TITLE IV STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%
5800,DRUG FREE MISC .,,$,21,$,,$,,$,,,0.0%
6000,TITLE IV SUPPLIES,,$,"5,037",$,,$,,$,,,0.0%
,TOTAL,,$,"7,476",$,-,$,-,$,-,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,HIGH SCHOOL,,1.4.90.1.611 00 .....,,,,,,,
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
3000,PURCHASE SERVICES,,$,767,$,"2 ,037",$,"2,037",$,,,0.0%
5800,DRUG FREE MISCELLANEOUS,,$,46,$,700,$,700,$,-,,0.0%
6000 SUPPLIES,,,$,"4,444",$,"2,389",$,"2,389",$,,,0.0%
,TOTAL,,$,"5,257",$,"5,126",$,"5,126",$,-,,0.0%
,TOTAL DRUG FREE,,$,"12,733",$,"5,126",$,"5,126",$,-,,0.0%
2007-2008 Expenditure Bud get 6-6-07 FINAL.xls,2007-2008 Expenditure Bud get 6-6-07 FINAL.xls,2007-2008 Expenditure Bud get 6-6-07 FINAL.xls,2007-2008 Expenditure Bud get 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
