Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”,Name: “Table 1 of 1 on page 60 of 76”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,1.0.90.0.62230 .....,1.0.90.0.62230 .....,,,,PAGE 46,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1132,SCHOOL PSYCHOLOGIST,SCHOOL PSYCHOLOGIST,,$,"57,673",$,"47,000",$,"47,794",$,794,,1.7%
2100,FICA BENEFITS,,,$,"4,383",$,"3,596",$,"3,656",$,61,,1.7%
2210,VRS BENEFITS,,,$,"7,140",$,"6,937",$,"7,867",$,930,13.4%,13.4%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,124",$,"2,1 29",$,"4,580",$,"2,451",115.1%,115.1%
2400,GLI BENEFITS,,,$,54,$,230,$,478,$,248,107.5%,107.5%
,,,TOTAL,$,"70,375",$,"59,892",$,"64,375",$,"4,483",,7.5%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
