Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”,Name: “Table 1 of 1 on page 35 of 76”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,,,
,,,,POQUOSON CITYSCHOOLS,POQUOSON CITYSCHOOLS,POQUOSON CITYSCHOOLS,POQUOSON CITYSCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GIFTED & TALENTED,1.0.22.4.61100 ...,,,,,,,PAGE 21,PAGE 21
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"33,471",$,"35,895",$,"37,344",$,"1,449",,4.0%
2100,FICA BENEFITS,,$,"2,461",$,"2,746",$,"2,857",$,111,,4.0%
2210,VRS BENEFITS,,$,"4,214",$,"5,298",$,"6,147",$,849,16.0%,16.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,260",$,"4,622",$,"4,625",$,3,,0.1%
2400,GLI BENEFITS,,$,63,$,176,$,373,$,198,11 2.3%,11 2.3%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,,$,400,$,400,$,,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,815,$,900,$,900,$,,,0.0%
,TOTAL,TOTAL,$,"45,283",$,"50,037",$,"52,646",$,"2,609",,5.2%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
