Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”,Name: “Table 1 of 1 on page 15 of 76”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2007 I 2008 BUDGET,2007 I 2008 BUDGET,2007 I 2008 BUDGET,2007 I 2008 BUDGET,,,,,
,STATE REVENUE,,2005/2006,,2006/2007,,2007/2008,+INCREASE,+INCREASE,PAGE 2
CODE,BUDGET FUNCTION,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
2402020,BAS IC AID,$,"6,609,994",$,"7,243,711",$,"7,344,004",$,"100,293",1.4%
2402030,GED FUNDING IISAEP FUNDING,$,"7,859",$,"7,859",$,"7,859",$,,0.0%
2402040,REMEDIAL SUMMER SCHOOL,$,"28,968",$,"33,406",$,"33 ,325",$,(81 ),-0.2%
2402050,FOSTER CARE - REGULAR,$,"2,030",$,,$,,$,,0.0%
2402070,GIFTED & TALENTED SOQ,$,"65,093",$,"70,608",$,"70,663",$,55,0.1%
2402080,REMEDIAL SOQIPrevenl lnterveni Remediatiol,$,"17,130",$,"20,666",$,"20,682",$,16,0.1%
2402090,ENROLLMENT LOSS,$,96,$,-,$,-,$,,0.0%
2402110,COMPENSATON SUPPLE MENT,$,"126,760",$,"172,216",$,"439,492",$,"267,276",155.2%
2402120,SPECIAL EDUCATION SOQ,$,"758,848",$,"533,869",$,"534,284",$,415,0.1%
2402130,COMPOSITE INDEX,$,,$,,$,,$,,0.0%
2402140,TEXTBOOK PAYMENTS,$,"108,123",$,"172,698",$,"172,832",$,134,0.1%
2402150,SCHOOL NUTRITION,$,,$,"9,549",$,"9 , 60~",$,56,0.6%
,SCHOOL BREAKFAST,$,"1,848",$,"6,822",$,"5,77.5",$,"(1,047)",-15.3%
2402160,SOL TEACH ER TRAINING,$,,$,,$,,$,,0.0%
