Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”,Name: “Table 1 of 1 on page 22 of 76”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
PRIMARY SCHOOL,-,GUIDANCE,1.0.21.1.6121 0 ...,,,,,,,,PAGE9,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"52,804",$,"55,803",$,"59,515",$,"3,712",,6.7%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,987",$,"4,269",$,"4,553",$,284,,6.7%
2210,VRS BENEFITS,VRS BENEFITS,$,"6,648",$,"8,237",$,"9,796",$,"1,560",18.9%,18.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,830,$,905,$,905,$,,,0.0%
2400,GLI BENEFITS,,$,99,$,273,$,595,$,322,117.7%,117.7%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,408",$,"1,500",$,"1,500",$,,,0.0%
,,TOTAL,$,"65,777",$,"70,987",$,"76,864",$,"5,877",,8.3%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/1 2/2007,7:37AM
