Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”,Name: “Table 1 of 1 on page 28 of 76”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
PRIMARY SCHOOL,-,OTHER,1.0.21.5.611 00 ...,1.0.21.5.611 00 ...,,,,,,,,PAGE14,PAGE14
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,,$,"94,900",$,"99,373",$,"102,190",$,"2,817",,2.8%
21 00,FICA BENEFITS,FICA BENEFITS,,$,"7,149",$,"7,602",$,"7,818",$,216,,2.8%
221 0,VRS BENEFITS,VRS BENEFITS,,$,"11 ,948",$,"14,667",$,"16,820",$,"2,153",14.7%,14.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"5,486",$,"5,982",$,"2,975",$,"(3,007)",-50. 3%,-50. 3%
2400,GLI BENEFITS,,,$,179,$,487,$,"1,022",$,535,109.9%,109.9%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,267,$,920,$,920,$,,,0.0%
,,TOTALS,,$,"119,929",$,"129,031",$,"131,745",$,"2,713",,2.1%
,TOTAL PRIMARY,TOTAL PRIMARY,,$,"2,676,404",I $,"2,928,051",I $,"2,984,642",I $,"56 ,591",1.9%,1.9%
,ELEM. HOMEBOUND,ELEM. HOMEBOUND,,$,"7,926",I $,"6,091",I$,"6,091",I$,,0.0%,0.0%
,,,TOTALSI,$,"2,684,331",I $,"2,934,142",I $,"2,990,733",I $,"56,591",1.9%,1.9%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
