Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”,Name: “Table 1 of 1 on page 51 of 76”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
HIGH SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1o0o32o2o611 OOo,1o0o32o2o611 OOo,0,000,,,,,PAGE 37,
CODE,BUDGET FU NCTION,BUDGET FU NCTION,,2005/2006,,2006/2007,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"227 ,138",$,,"204,500",$,"205,835",$,"1,335",,0.7%
1151,AIDES SALARIES,AIDES SALARIES,$,"45,738",$,,"51 ,550",$,"78,178",$,"26 ,628",51.7%,51.7%
21 DO,FICA BENEFITS,FICA BENEFITS,$,"19,471",$,,"19,588",$,"21 ,727",$,"2,139",10.9%,10.9%
221 0,VRS BENEFITS,VRS BENEFITS,$,"34,488",$,,"37,793",$,"46,749",$,"8,956",23.7%,23.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"23,821",$,,"28,374",$,"21,400",$,"(6,974)",-24.6%,-24.6%
2400,GLI BENEFITS,GLI BENEFITS,$,516,$,,"1,255",$,"2,840",$,"1,585",126.4%,126.4%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,990,$,,,$,,$,,,0.0%
3810,TUITION PAID INSTATE,TUITION PAID INSTATE,$,,$,,"26 ,250",$,"26,250",$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,711,$,,"1,000",$,"1,000",$,,,0.0%
6005,JOB COACH MATERIALS,JOB COACH MATERIALS,$,750,$,,"1 ,ODD",$,"1,000",$,,,0.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"85,980",$,,"148,498",$,"148,498",$,,,0.0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,$,,,,,$,,,
,,TOTAL,$,"439,604",$,,"519,807",$,"553,477",$,"33,669",,6o5%
"includes Voc Eval extra period for $7 ,894","includes Voc Eval extra period for $7 ,894","includes Voc Eval extra period for $7 ,894",,,,,,,,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,,6/12/2007,7:37AM
