Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”,Name: “Table 1 of 1 on page 21 of 76”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
PRIMARY SCHOOL- INSTRUCTION,PRIMARY SCHOOL- INSTRUCTION,1.0.21.1 .61100 ...,,,,,,,,PAGES,
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,$,"1,083,255",$,"1,160,376",$,"1,165,725",$,"5,349",,0.5%
1122,4-YEAR OLD AT RISK TEACHER,$,,$,,$,,$,,,0.0%
1151,AI DES SALARIES,$,"174,714",$,"207,885",$,"233,179",$,"25,294",12.2%,12.2%
1520,SUBSTITUTE SALARIES,$,"37,499",$,"41 ,000",$,"44, 500",$,"3,500",,8.5%
1620,SOL RESOURCE SUPPLEMENT,$,,$,,$,,$,,,0.0%
2100,FICA BENEFITS,$,"102,823",$,"109,199",$,"110,420",$,"1,221",,1.1%
2210,VRS BENEFITS,$,"169,777",$,"204,638",$,"230,260",$,"25,622",12.5%,12.5%
2300,HEALTH BENEFITS,$,"131,344",$,"133,601",$,"146,884",$,"13,283",,9.9%
2400,GLI BENEFITS,$,"2,555",$,"6,794",$,"13,989",$,"7,195",105.9%,105.9%
2700,WORKER'S COMPENSATION,$,"44,564",$,"44,564",$,"45,901",$,"1,337",,3.0%
3000,OTHER INSTRUCTIONAL COST,$,"1,514",$,"4,760",$,"3,910",$,(850),-17 .9%,-17 .9%
3001,PURCHASE SERVICES,$,,$,,$,,$,,,0.0%
5500,TRAVEL,$,"2,396",$,"2,525",$,"3,000",$,475,18.8%,18.8%
6000,MATERIALS I SUPPLI ES,$,"15,319",$,"15,500",$,"15,500",$,,,0.0%
8200,EQUIPMENT ADDITIONS,$,"2,089",$,"2,800",$,"2,800",$,,,0.0%
~01,OTHERUSEOFFUND~EDTV,$,893,$,"2,420",$,"2,420",$,,,0.0%
,TOTAL,$,"1,768,741",$,"1,936,062",$,"2,018,488",$,"82,425",,4.3%
,3% increase for all staff,,,,,,,,,,
,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,3rd. year of proposed salary scale for Paraprofessionals,,,,,,,,
,raise sub pay from $62 to $70,,,,,,,,,,
,VRS rate at 16.46%,,,,,,,,,,
,GL rate at 1%,,,,,,,,,,
,Workers' Compensation & Liability rate increase of 3%,Workers' Compensation & Liability rate increase of 3%,Workers' Compensation & Liability rate increase of 3%,,,,,,,,
,Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),Governor Kaine's 4-year old At Risk Program - teacher & paraprofessional (not funded),,,,,
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
