Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”,Name: “Table 1 of 1 on page 62 of 76”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
TRANSPORTATION,TRANSPORTATION,1.0.90.0.631 00 .. ...,,,,,,,,,PAGE48,PAGE48
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,SUPERVISOR SALARY,,$,"6,000",$,"6,240",$,"6,427",$,187,,3.0%
1160,BUS AIDES,,$,"21 ,968",$,"40,872",$,"42,098",$,"1,226",,3.0%
1170,BUS DRIVERS SALARIES,,$,"416,490",$,"416,000",$,"428,480",$,"12,480",,3.0%
1171,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,$,,$,"1 ,ODD",$,"1,030",$,30,,0.0%
21 DO,FICA BENEFITS,,$,"34,979",$,"35,505",$,"36,570",$,"1,065",,3.0%
2210,VRS BENEFITS,,$,"42,345",$,"68,355",$,"78,515",$,"10,160",14.9%,14.9%
\2211,RETIREE HEALTH CARE BENEFIT,RETIREE HEALTH CARE BENEFIT,$,,$,,$,"48,000",$,"48,000",100.0%,100.0%
2300,HEALTH BENEFITS,,$,"40,975",$,"65,102",$,"44,475",$,"(20,627)",-31.7%,-31.7%
2400,GLI BENEFITS,,$,632,$,"2,269",$,"4,770",$,"2,501",110.2%,110.2%
3000,OTHER BENEFITS,,$,978,$,800,$,800,$,,,0.0%
3800,SERV. OTHER GOV. ENTITIES,,$,"245,362",$,"219,486",$,"219,486",$,,,0.0%
5300,TRANSP. INSURANCE,,$,"30,000",$,"30,000",$,"30,900",$,900,,3.0%
5500,TRAVEL,,$,,$,,$,,$,,,0.0%
8200,NEW SCHOOL BUSES,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,"839,731",$,"885,629",$,941 .~51,$,"55,922",,6.3%
2211,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,Retiree health care benefit through VRS (non-professionals eligible during 2007/2008 school year).,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
