Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”,Name: “Table 1 of 1 on page 75 of 76”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,
'-,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
STATE TECHNOLOGY GRANT 1.0.90.9.68305,STATE TECHNOLOGY GRANT 1.0.90.9.68305,,,,,,,,,PAGE 61,
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000,PURCH SERV/ INTERNET ACCESS,$,"10,476",$,"6,000",$,"6,000",$,,,0.0%
3002,CARRY-OVER INTERNET ACCESS,$,,$,,$,-,$,,,0.0%
6000,TECH SUPPLIES/OTHER USE FUNDS,$,10,$,10,$,10,$,,,0.0%
6002,CARRY-OVER OTHER USE FUNDS,$,,$,,$,,$,,,0.0%
6040,TECH SOFTWAREIINSTRUCT/REMED,$,"1,038",$,"8,819",$,"8,819",$,,,0.0%
6042,TECH.SOFTWARE-CARRY-OVER,$,"1,894",$,,$,,$,,,0.0%
6050,PROFESSIONAL DEVELOPMENT,$,"7,700",$,"7,700",$,"7,700",$,,,0.0%
6052,PROF. DEVELOP. CARRYOVER,$,,$,,$,,$,,,0.0%
6053,REQUIRED LOCAL MATCH,$,"23,100",$,"23,100",$,"23,100",$,,,0.0%
6054,LOCAL MATCH CARRYOVER,$,,$,,$,,$,,,0.0%
8300,HARDWARE,$,"130,797",$,"135,273",$,"135,273",$,,,0.0%
8302,HARDWARE-CARRY-OVER,$,,$,,$,,$,,,0.0%
8400,LAN CAPABILITY,$,"3,898",$,"3,898",$,"3,898",$,,,0.0%
8402,LAN CAPABILITY -CARRY-OVER,$,"5,454",$,,$,,$,,,0.0%
,TOTAL,$,"184,368",$,"184,800",$,"184,800",$,-,,0.0%
,TOTAL FEDERAL GRANTS,I $,"761 ,546",I $,"833,989",I $,"906,767",I $,,,
,REMEDIAL SUMMER SCHOOL,I $,"29,665",I $,"33,406",I $,"33,325",I $,,,
,TOTALS!,$,"791,211",I $,"867,395 I $","867,395 I $","940,092 I $","940,092 I $",,,
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
