Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”,Name: “Table 1 of 1 on page 71 of 76”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
TITLE V,- PRIMARY SCHOOL,- PRIMARY SCHOOL,1.2.21.1.61100 .....,,,,,,,,,PAGE,57
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1140,AlOE SALARY,,,$,"5,271",$,"5,271",$,"2,643",$,"(2,628)",100.0%,100.0%
1141,CARRYOVER,,,$,"2,578",,,,,,,,
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,,,,,$,,,0.0%
,,,TOTAL,$,"7,849",$,"5,271",$,"2,643",$,"(2,628)",-49.9%,-49.9%
TITLE V-,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.2.22.1.611 00 .....,1.2.22.1.611 00 .....,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120 SALARIES,1120 SALARIES,,,$,,$,,$,,$,,,0.0%
1140 AIDES SALARIES,1140 AIDES SALARIES,,,$,,$,,$,,$,,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,-,$,-,$,-,$,-,,0.0%
TITLE V -,MIDDLE SCHOOL,MIDDLE SCHOOL,1.2.31.1.61100 .. ...,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,,$,,$,,$,,,0.0%
TITLE V -,HIGH SCHOOL,1.2.32.1.611 00 .....,1.2.32.1.611 00 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,,$,,$,,$,,$,,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,,$,,$,,$,,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,-,$,-,$,-,$,-,,0.0%
,TOTAL TITLE V,• ALL,,$,"7,849",$,"5,271",$,"2,643",$,"(2,628)",-49.9%,-49.9%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,6/12/2007,7:37 AM
