Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”,Name: “Table 1 of 1 on page 34 of 76”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,1.0.22.2.61100 ...,1.0.22.2.61100 ...,1.0.22.2.61100 ...,,,PAGE 20,PAGE 20
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"171 ,879",$,"181 ,896",$,"174,260",$,"(7,636)",-4 .2%,-4 .2%
1151,AID ES SALARIES,,,$,"53,957",$,"72,530",$,"79,304",$,"6,774",9.3%,9.3%
2100,FICA BENEFITS,,,$,"17,711",$,"19,464",$,"19,398",$,(66),-0 .3%,-0 .3%
2210,VRS BENEFITS,,,$,"28,495",$,"37,553",$,"41 ,737",$,"4,183",11.1%,11.1%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"13,501",$,"15,211",$,"15,215",$,4,0.0%,0.0%
2400,GLI BENEFITS,,,$,426,$,"1,247",$,"2,536",$,"1,289",103.4%,103.4%
3000,PURCHASE/RELATED SERVICE,PURCHASE/RELATED SERVICE,PURCHASE/RELATED SERVICE,$,"15,600",$,"15,600",$,"15,600",$,-,0.0%,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,,$,291,$,"3,000",$,"3,000",$,,0.0%,0.0%
7000,JOINT OPERATIONS/NEW,JOINT OPERATIONS/NEW,HORIZONS,$,"38 ,878",$,"44,510",$,"44,510",$,,0 .0%,0 .0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,,$,,$,,$,,$,,0.0%,0.0%
9000,PARENT RESOURCE CENTER,PARENT RESOURCE CENTER,PARENT RESOURCE CENTER,$,"5,497",$,"5,680",$,"5,850",$,170,3.0%,3.0%
,TOTAL,TOTAL,,$,"346,235",$,"396,691",$,"401,409",$,"4,718",1.2%,1.2%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,6/12/2007,7:37AM
