Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”,Name: “Table 1 of 1 on page 67 of 76”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
,INSTRUCTIONAL SUPPORT- TECHNOLOGY,INSTRUCTIONAL SUPPORT- TECHNOLOGY,1.0.90.9.68200 ...,1.0.90.9.68200 ...,,,,,,PAGE 53,PAGE 53
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,ADMINISTRATIVE SALARIES,$,"23,864",$,"24,819",$,"25,562",$,743,,3.0%
1141,TECHNICAL SUPPORT,$,"87,513",$,"92,365",$,"136,228",$,"43,863",47.5%,47.5%
2100,FICA BENEFITS,$,"8,512",$,"8,965",$,"12,377",$,"3,412",38.1%,38.1%
2210,VRS BENEFITS,$,"13,555",$,"17,296",$,"26,631",$,"9,334",54.0%,54.0%
2300,HEALTH BENEFITS,$,"5,042",$,"6,258",$,"5,500",$,(758),-12.1%,-12.1%
2400,GROUP LIFE INSURANCE,$,,$,574,$,"1,618",$,"1,044",181.8%,181.8%
3000,PURCHASE SERVICES,$,"15,916",$,"16,000",$,"16,000",$,,,0.0%
3002,RDA SUPPORT SERVICES,$,"12,559",$,"12,600",$,"12,600",$,,,0.0%
5001,TELECOMMUNICATIONS,$,,$,250,$,250,$,,,0.0%
6000,TECHNOLOGY SUPPLIES- SBO,$,"2,094",$,"1,000",$,"1,000",$,,,0.0%
6020,COMPUTER TEXTBOOKS - SBO,$,,$,200,$,200,$,,,0.0%
6040,TECHNOLOGY SOFTWARE- SBO,$,"1,500",$,"2,000",$,"2,000",$,,,0.0%
8000,CAPITAL OUTLAY- FURNITURE,$,,$,,$,,$,,,0.0%
8300,HARDWARE,$,"3,307",$,"4,200",$,"4,200",$,,,0.0%
8304,REPLACE/REPAIR,$,"3,750",$,"5,000",$,"5,000",$,,,0.0%
8400,INFRASTRUCTURE,$,146,$,800,$,800,$,,,0.0%
,TOTAL,$,"177,758",$,"192,327",$,"249,965",$,"57,638",30.0%,30.0%
1141,Additional Data Manager position,,,,,,,,,,
,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
