Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”,Name: “Table 1 of 1 on page 53 of 76”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 • 2008 BUDGET,2007 • 2008 BUDGET,,,,,,
HIGH SCHOOL,·,GIFTED & TALENTED,1.0.32.4.61100 .....,,,,,,,,PAGE 39,PAGE 39
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"51 ,630",$,"58,693",$,"60,372",$,"1,679",,2.9%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,962",$,"4,490",$,"4,618",$,128,,2.9%
2210,VRS BENEFITS,VRS BENEFITS,$,"6,749",$,"8,663",$,"9,937",$,"1,274",14.7%,14.7%
2300,HEALTH BENEF ITS,HEALTH BENEF ITS,$,"1,226",$,"2,265",$,"2,000",$,(265),-11.7%,-11.7%
2400,GLI BENEFITS,GLI BENEFITS,$,101,$,288,$,604,$,316,109.9%,109.9%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,,$,400,$,400,$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,600,$,800,$,800,$,,,0.0%
,,TOTAL,$,"64,268",$,"75,599",$,"78,731",$,"3,133",,4.1%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/1 2/2007,7:37AM
