Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”,Name: “Table 1 of 1 on page 54 of 76”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
,SECONDARY PROGRAMS,1.0.33.1.611 00,1.0.33.1.611 00,,,,,,,PAGE40,
CODE,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,ADMINISTRATIVE SALARIES,$,,$,,$,"121,000",$,"121,000",100.0%,100.0%
1120,INSTRUCTIONAL SALARIES,$,,$,,$,,$,,0.0%,0.0%
1150,CLERICAL SALARIES,$,,$,,$,"37,470",$,"37,470",100.0%,100.0%
1620,INSTRUCTIONAL STIPENDS,$,,$,"2,000",$,"2,000",$,,0.0%,0.0%
1620,ASST. FOR SHREDD ING STUD.REC.,$,,$,"2,500",$,"2,500",$,,0.0%,0.0%
2100,FICA BENEFITS,$,,$,153,$,153,$,,0.0%,0.0%
2210,VRS BENEFITS,$,,$,,$,"26,085",$,"26,085",100.0%,100.0%
2300,HEALTH BENEFITS,$,,$,,$,"10,950",$,"10,950",100.0%,100.0%
2400,GROUP LI FE BENEFITS,$,,$,,$,"1,585",$,"1,585",100.0%,100.0%
3000,SHREDDING FOR STUDENT RECORD,$,,$,500,$,500,$,,0.0%,0.0%
3001,STAFF DEVELOPMENT,$,,$,,$,750,$,750,100.0%,100.0%
3010,GRADUATE SURVEY (Life Track),$,,$,"3,300",$,"3,300",$,,0.0%,0.0%
13015,INTERNATIONAL PARTNERSHIPS,$,,$,,$,"3,500",$,"3,500",100.0%,100.0%
3020,PARENT SURVEY,$,,$,"2,100",$,"2,100",$,,0.0%,0.0%
3030,SCORING FO R VAAP & VGLA,$,,$,,$,,$,,100.0%,100.0%
5500,TRAVEL,$,,$,,$,,$,,0.0%,0.0%
6000,MATERIALS,$,,$,,$,,$,,0.0%,0.0%
6010,SELP TEST FOR ESL STUDENTS,$,,$,,$,,$,,100.0%,100.0%
6020,NEW TEXTBOOK ADOPTION,$,"130,044",$,"112,549",$,"112,549",$,,0.0%,0.0%
6025,REPLACEMENT I COMSUMABLES,$,"14,949",$,"15,000",$,"15,000",$,,0.0%,0.0%
,TOTAL,$,"144,993",$,"138,102",$,"339,442",$,"201,340",145.8%,145.8%
,New math textbook adoption & Virtual AP courses - not funded,New math textbook adoption & Virtual AP courses - not funded,New math textbook adoption & Virtual AP courses - not funded,New math textbook adoption & Virtual AP courses - not funded,,,,,,,
,Scoring for VAAP & VGLA not funded,,,,,,,,,,
,SELP Test for ESL Students not funded,SELP Test for ESL Students not funded,,,,,,,,,
,Transfer of administrative salaries to instruction al area,Transfer of administrative salaries to instruction al area,Transfer of administrative salaries to instruction al area,,,,,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/12/2007,7:37AM
