Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”,Name: “Table 1 of 1 on page 43 of 76”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
MIDDLE SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.31.2.61100 ...,1.0.31.2.61100 ...,1.0.31.2.61100 ...,,,,,PAGE 29,PAGE 29
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"208,547","208,547",$,"221 ,1 54",$,"187,300",$,"(33,854)",-15.3%,-15.3%
11 51,AIDES SALARIES,AIDES SALARIES,$,"58,026","58,026",$,"82,920",$,"75,620",$,"(7,300)",-8.8%,-8.8%
2100,FICA BENEFITS,FICA BENEFITS,$,"19,443","19,443",$,"23,262",$,"20,11 3",$,"(3,1 48)",-13.5%,-13.5%
2210,VRS BENEFITS,VRS BENEFITS,$,"33,613","33,613",$,"44,881",$,"43,277",$,"(1,605)",-3.6%,-3.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"24,811","24,811",$,"28,856",$,"27,000",$,"(1,856)",-6.4%,-6.4%
2400,GLI BENEFITS,GLI BENEFITS,$,,503,$,"1,490",$,"2,629",$,"1,139",76.5%,76.5%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,"11,700","11,700",$,"11,700",$,"11,700",$,,0.0%,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,,562,$,"1,840",$,"1,840",$,,0.0%,0.0%
7000,JOINT OPERATIONS/N EW HORIZONS,JOINT OPERATIONS/N EW HORIZONS,$,"52,518","52,518",$,"91,790",$,"91,790",$,,0.0%,0.0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,,$,,$,,$,,0.0%,0.0%
,,TOTAL,$,"409,720","409,720",$,"507,893",$,"461,269",$,"(46,624)",-9.2%,-9.2%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,6/12/2007,7:37 AM
