Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”,Name: “Table 1 of 1 on page 24 of 76”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
PRIMARY SCHOOL,-,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.21.1.61410 ...,,,,,,,PAGE11,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1126,PRINCIPAL SALARY,PRINCIPAL SALARY,$,"72,467",$,"75,366",$,"77,627",$,"2,261",,3.0%
1127,ASS ISTANT PRINCIPAL,ASS ISTANT PRINCIPAL,$,"66,818",$,"70,023",$,"58,000",$,"(12,023)",-17.2%,-17.2%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"15,112",$,"17,216",$,"17,732",$,516,,3.0%
11 50,CLERICAL SALARY,CLERICAL SALARY,$,"23,619",$,"26,486",$,"27,281",$,795,,3.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"12,347",$,"14,465",$,"13,819",$,(647),-4.5%,-4.5%
2210,VRS BENEFITS,VRS BENEFITS,$,"21,861",$,"27,910",$,"29,733",$,"1,824",6.5%,6.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"20,165",$,"21,924",$,"21,925",$,1,,0.0%
2400,GLI BENEFITS,,$,91,$,927,$,"1,806",$,880,95.0%,95.0%
,,TOTAL,$,"232,481",$,"254,317",$,"247,924",$,"(6,393)",-2.5%,-2.5%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,6/1 2/2007,6/1 2/2007,7:37 AM
