Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”,Name: “Table 1 of 1 on page 72 of 76”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
CHAPTER VI-B,-,SPECIAL EDUCATION,1.3.20.2.611 00 .. ...,,,,,,,,PAGE 58,PAGE 58
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120,INSTRUCTIONAL SALARIES,,$,"169,930",$,"285,600",$,"311,687",$,"26,087",,9.1%
1121,SALARIES- CARRYOVER,,$,"108,344",$,,$,,$,,,0.0%
2100,FICA BENEFITS,,$,630,$,,$,"23,844",$,"23,844",,0.0%
2210,VRS BENEFITS,,$,"1,005",$,,$,"51 ,304",$,"51,304",100.0%,100.0%
2300,HEALTH BENEFITS,,$,"3,255",$,,$,,$,,,0.0%
2400,GLI BENEFITS,,$,,$,,$,"3,117",$,"3,117",100.0%,100.0%
3000,PURCHASE SERVICES,,$,"88,277",$,"88,803",$,"61 ,935",$,"(26,868)",-30.3%,-30.3%
3001,PURCHASE SERV- CARRYOVER,PURCHASE SERV- CARRYOVER,$,"1,609",$,,$,-,$,,,0.0%
3010,AUTISM GRANT,,,,$,,$,,$,,,0.0%
3020,SLIVER GRANT,,$,"10,093",$,,$,,$,,,0.0%
3021,SLIVER GRANT - CARRYOVER,SLIVER GRANT - CARRYOVER,$,"6,921",$,,$,,$,,,0.0%
5000,SLIVER GRANT- OTHER CHARGES,SLIVER GRANT- OTHER CHARGES,$,,$,,$,,$,,,0.0%
5001,SLIVER GRANT - OTHER - C/0,,$,,$,,$,-,$,,,0.0%
5800,VI-B MISCELLANEOUS,,$,,$,"5,295",$,"5,295",$,,,0.0%
6000,MATERIALS I SUPPLIES,,$,3.450,$,1.495,$,1.495,$,-,,0.0%
6001,MATERIALS - CARRYOVER,,$,,$,,$,,$,,,0.0%
6005,SLIVER GRANT SUPPLIES,,$,,$,,$,,$,,0.0%,0.0%
6006,SLIVER GRANT SUPPLIES - C/0,SLIVER GRANT SUPPLIES - C/0,$,,$,,$,,$,,0.0%,0.0%
8000,CAPITAL OUTLAY,,$,,$,,$,,$,,0.0%,0.0%
8001,CAPITAL OUTLAY-CARRYOVER,CAPITAL OUTLAY-CARRYOVER,$,,$,,$,-,$,,0.0%,0.0%
8200,ASSISTIVE TECHNOLOGY,,$,,$,,$,,$,,0.0%,0.0%
9000,SLIVER- PARENTAL INVOLVEMNT,SLIVER- PARENTAL INVOLVEMNT,$,,$,,$,,$,,0.0%,0.0%
9001,SLIVER- PARENTAL !NV. - C/0,,$,,$,,$,,$,,0.0%,0.0%
9002,VI-B PARENTAL INVOLVMENT,,$,,$,,$,,$,,0.0%,0.0%
,,TOTAL,$,"393,514",$,"381,193",$,"458,677",$,"77,484",20.3%,20.3%
,"VI-B funded at $380,412.","The balance of $78,265 funded by local dollars.","The balance of $78,265 funded by local dollars.","The balance of $78,265 funded by local dollars.","The balance of $78,265 funded by local dollars.",,,,,,,
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
