Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”,Name: “Table 1 of 1 on page 69 of 76”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2007-2008 BUDGET,2007-2008 BUDGET,2007-2008 BUDGET,,,,,,
,,NO CHILD LEFT BEHIND,,,,,,,,,,,
TITLE I,-,ELEMENTARY,1.1.22.1.61100 .....,,,,,,,,,PAGE 55,PAGE 55
CODE,,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,,$,"32,000",$,"56,676",$,"46,931",$,"(9,745)",-17.2%,-17.2%
1122,TITLE I AFTER SCHOOL REMEDIATIOt,TITLE I AFTER SCHOOL REMEDIATIOt,TITLE I AFTER SCHOOL REMEDIATIOt,$,,$,-,$,,$,,,0.0%
1123,SUBSTITUTES & STIPENDS,SUBSTITUTES & STIPENDS,,$,,$,,$,,$,,,0.0%
1140,AID ES SALARIES,AID ES SALARIES,,$,"13,009",$,"14,789",$,"16,858",$,"2,069",14.0%,14.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"2,990",$,"5,467",$,"4,880",$,(587),-10.7%,-10.7%
2210,VRS BENEFITS,VRS BENEFITS,,$,"5,484",$,"10,548",$,"10,500",$,(49),-0.5%,-0.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"8,055",$,"10,534",$,"10,550",$,16,,0 .2%
2400,GLI BENEFITS,GLI BENEFITS,,$,25,$,350,$,638,$,288,82.2%,82.2%
3000,TITLE I EVAL SERVNERTICAL ARTIC,TITLE I EVAL SERVNERTICAL ARTIC,TITLE I EVAL SERVNERTICAL ARTIC,$,,$,,$,,$,,,0.0%
3001,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,,$,,$,,$,,$,,,0.0%
3002,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,$,,$,,$,,$,,,0.0%
3003,TITLE I WILSON TRAINING,TITLE I WILSON TRAINING,,$,,$,,$,,$,,,0.0%
4001,TITLE I REWARD/SUPPLIES,TITLE I REWARD/SUPPLIES,,$,,$,,$,,$,,,0.0%
4002,TITLE I TRANSPORTATION,TITLE I TRANSPORTATION,,$,,$,,$,,$,,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,,$,,$,,$,,$,,,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,,$,,$,,$,,$,,,0.0%
9000,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,$,,$,,$,,$,,,0.0%
9001,EVALUATION,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,"61,563",$,"98,364",$,"90,356",$,"{8,008)",-8 .1%,-8 .1%
,,NO CHILD LEFT BEHIND,,,,,,,,,,,
TITLE I,-MIDDLE,1.1.31.1.61100 .....,,,,,,,,,,,
CODE,,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"32,000",$,"58,693",$,"60,372",$,"1,679",,2.9%
