Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”,Name: “Table 1 of 1 on page 68 of 76”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2007- 2008 BUDGET,2007- 2008 BUDGET,2007- 2008 BUDGET,,,,,,
,ADMINISTRATIVE TECHNOLOGY,1.0.90.9.68300 ...,1.0.90.9.68300 ...,,,,,,,,PAGE 54,PAGE 54
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,ADMINISTRATIVE SAlARIES,,$,"78,306",$,"80,000",$,"82,400",$,"2,400",,3.0%
2100,FICA BENEFITS,,$,"6,033",$,"6,120",$,"6,304",$,184,,3.0%
2210,VRS BENEFITS,,$,"9,530",$,"11,808",$,"13,563",$,"1,755",14.9%,14.9%
2300,HEALTH BENEFITS,,$,901,$,978,$,"5,500",$,"4,522",462.4%,462.4%
2400,GROUP LIFE INSURANCE,,$,,$,392,$,824,$,432,110.2%,110.2%
,,TOTAL,$,"94,770",$,"99,298",$,"108,591",$,"9,293",,9.4%
2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,2007-2008 Expenditure Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37AM
