Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”,Name: “Table 1 of 1 on page 55 of 76”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,,2007 - 2008 BUDGET,2007 - 2008 BUDGET,,,,,,
,ADULT EDUCATION,,,,,,1.0.90.7.61100,1.0.90.7.61100,,,,
,,,,,,,,,,,PAGE 41,PAGE 41
CODE,BUDGET FUNCTION,,,2005/2006,,2006/2007,,2007/2008,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,,$,"3,642",$,"8,252",$,"8,252",$,,,0.0%
2100,FICA BENEFITS,,$,279,$,708,$,632,$,(76 ),-10.7%,-10.7%
6000,MATERIALS I SUPPLIES,,$,,$,"1,000",$,"1,000",$,,,0.0%
,TOTAL,,$,"3,921",$,"9,960",$,"9,884",$,(76),-0.8%,-0.8%
,TOTAL HIGH SCHOOL,,$,"5,087 ,751",$,"5,674,015",$,"5,848,498",$,"174,482",,3.1%
,SECONDARY PROGRAMS,,$,"144,993",$,"138,102",$,"339,442",$,"201,340",145.8%,145.8%
,ADULT EDUCATION,,$,"3,921",$,"9,960",$,"9,884",$,(76 ),-0.8%,-0.8%
,L_ _ _,TOTALS,$,"5,236,664",$,"5,822,077",$,"6 , 197,8~4_ _$","6 , 197,8~4_ _$","375,746",6.5%,6.5%
2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,,,,,,,,6/1 2/2007,7:37AM
