Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”
Table: 2,Table: 2,Table: 2,Table: 2
,,,
"CITY OF PORTSMOUTH, VIRGINIA",,"Exhibit D, Continued","Exhibit D, Continued"
"Statement of Revenues, Expenditures, and Changes in Fund Balances - Reconciliation of the","Statement of Revenues, Expenditures, and Changes in Fund Balances - Reconciliation of the",,
"Statement of Revenues, Expenditures, and Changes in Fund Balances to the Statement of Activities","Statement of Revenues, Expenditures, and Changes in Fund Balances to the Statement of Activities",,
Governmental Funds,,,
"Year ended June 30, 2010",,,
Amounts reported for governmental activities in the statement of activities are different because:,Amounts reported for governmental activities in the statement of activities are different because:,,
Net change in fund balances - total governmental funds,,$,"69,159,788"
Governmental funds report capital outlays as expenditures.,"However, in the statement of",,
activities the cost of those assets is allocated over their estimated useful lives and reported,activities the cost of those assets is allocated over their estimated useful lives and reported,,
as depreciation expense.,Donated assets and loss on disposal of assets are not,,
reported in the governmental funds but are reflected in the statement of activities.,reported in the governmental funds but are reflected in the statement of activities.,,
Purchases of assets,,"23,633,035",
Depreciation expense,,"(8,029,701)","15,603,334"
"The issuance of long term debt (e.g., bonds and leases) provides current financial resources to","The issuance of long term debt (e.g., bonds and leases) provides current financial resources to",,
"governmental funds, while the repayment of the principal of long-term debt consumes","governmental funds, while the repayment of the principal of long-term debt consumes",,
current financial resources of governmental funds.,"Neither transaction, however, has",,
any effect on net assets.,"Also, governmental funds report the effect of issuance costs,",,
"premiums, discounts, and similar items when debt is first issued, whereas these amounts","premiums, discounts, and similar items when debt is first issued, whereas these amounts",,
are deferred and amortized in the statement of activities.,This amount is the net effect,,
of these differences in the treatment of long-term debt and related items.,,,
Proceeds from debt issued,,"(75,626,291)",
Principal payments of debt,,"9,501,442",
Bond issuance costs,,"828,754",
Amortization expense,,"(241,063)","(65,537,158)"
Some revenues in the statement of activities do not provide the use of current financial,Some revenues in the statement of activities do not provide the use of current financial,,
"resources and therefore, are not reported as revenues in the governmental funds.","resources and therefore, are not reported as revenues in the governmental funds.",,"471,174"
Some expenses in the statement of activities do not require the use of current,,,
financial resources and therefore are not reported as expenditures in the,,,
governmental funds.,,,
Change in arbitrage liability,,"31,943",
Change in compensated absences,,"(149,679)",
Change in other post employment benefit obligation,,"(10,687,804)",
Change in net pension asset,,"1,326,837",
Change in accrued interest,,"(280,071)","(9,758,774)"
Internal service funds are used by the City to charge costs of certain activities,,,
to individual funds.,,The net revenue of internal service funds is reported,
as a component of governmental funds.,,,"1,797,486"
Change in net assets of governmental activities,,$,"11,735,850"
See accompanying notes to basic financial statements.,,,
,,19,
