Name: “Table 1 of 1 on page 157 of 212”,Name: “Table 1 of 1 on page 157 of 212”,Name: “Table 1 of 1 on page 157 of 212”,Name: “Table 1 of 1 on page 157 of 212”,Name: “Table 1 of 1 on page 157 of 212”
Table: 157,Table: 157,Table: 157,Table: 157,Table: 157
,,,,
Programs & Services,,,,
,FY 2010,FY 2011,FY 2012,
,Actual,Approved,Approved,Positions
The National Maritime Center,,,,
Visitor Services,"1,165,211","1,040,234","929,515",7
Provide services to support general operations,,,,
"of the museum, and to ensure a well-",,,,
"maintained, safe and clean facility.",,,,
Educational Programming,"394,974","450,737","405,509",6
Produces and promotes education-related or,,,,
educational programs and exhibits targeting,,,,
the general public and school students. Ensure,,,,
educational programs are incorporated in the,,,,
Virginia Standards of Learning.,,,,
"Operation, Administration, & Support","2,220,254","3,490,936","3,411,747",32
"Operations - provide administrative support,",,,,
"leadership, and overall management and",,,,
"coordination of services. Support, procure,",,,,
"setup, operate, maintain, develop, and promote",,,,
"Nauticus' facility, including Battleship Wisconsin",,,,
and Police & Fire Museum.,,,,
Gift Shop,"431,164","528,031","437,162",3
Operates a specialty retail outlet offering,,,,
"decorative, educational and novelty gift items",,,,
to our visitors. Coordinates and implements,,,,
collectable promotional items for the USS,,,,
Wisconsin.,,,,
Special Events & Conference Management,"17,693","287,162","126,267",2
Assemble and coordinate Special Events by,,,,
"promoting activities with local businesses, civic",,,,
"groups, maritime organizations, memberships,",,,,
and public schools in the Hampton Roads areas.,,,,
Total,"4,229,296","5,797,100","5,310,200",50
,,The National Maritime Center,The National Maritime Center,221
