Name: “Table 1 of 1 on page 141 of 212”,Name: “Table 1 of 1 on page 141 of 212”,Name: “Table 1 of 1 on page 141 of 212”,Name: “Table 1 of 1 on page 141 of 212”,Name: “Table 1 of 1 on page 141 of 212”,Name: “Table 1 of 1 on page 141 of 212”
Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141
,,,,,
Expenditure Summary,,,,,
,FY 2009,FY 2010,FY 2011,FY 2012,FY 2012
,Actual,Actual,Approved,Approved,Approved
Personnel Services,"6,124,852","6,131,584","5,596,105","5,232,700","5,232,700"
"Materials, Supplies & Repairs","890,902","669,401","375,918","390,023","390,023"
Contractual Services,"636,136","595,794","552,477","548,477","548,477"
Equipment,"984,852","977,418","807,000","807,000","807,000"
All Purpose Appropriations,0,0,0,,0
Total,"8,636,742","8,374,198","7,331,500","6,978,200","6,978,200"
Programs & Services,,,,,
,FY 2010,FY 2011,FY 2012,,
,Actual,Approved,Approved,Positions,Positions
Libraries,,,,,
Collection Development & Materials Processing,"1,176,038","1,034,888","1,003,021",,4
"Provide materials necessary to provide ""shelf",,,,,
"ready"" access to books, on-line databases, CD",,,,,
"ROM, videos, microfilms and books on tape.",,,,,
Public Services,"4,319,326","4,360,458","4,100,859",,60
Interface of staff with the public to provide,,,,,
"services that range from circulation, research",,,,,
"and reference support, children's resources and",,,,,
"programs, access to on-line technology and",,,,,
other educational programs.,,,,,
Automation,"659,322","667,595","608,077",,7
Automate material resources to allow the NPL,,,,,
to continue to build its digital information,,,,,
infrastructure and increase the ease and,,,,,
accuracy to on-line materials.,,,,,
Administration & Operations,"2,099,077","1,142,827","1,140,203",,9
Provide general operating support including,,,,,
"security, utilities, training and development and",,,,,
system service development.,,,,,
Program Development & Promotion,"120,435","125,732","126,040",,1
Implement and design programs that enhance,,,,,
the use of the library and maximize its value to,,,,,
the community through awareness and,,,,,
community relations.,,,,,
Total,"8,374,198","7,331,500","6,978,200",,81
,,,,Libraries,205
