Name: “Table 1 of 1 on page 79 of 212”,Name: “Table 1 of 1 on page 79 of 212”,Name: “Table 1 of 1 on page 79 of 212”,Name: “Table 1 of 1 on page 79 of 212”,Name: “Table 1 of 1 on page 79 of 212”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,
Programs & Services,,,,
,FY 2010,FY 2011,FY 2012,
,Actual,Approved,Approved,Positions
Information Technology,,,,
Administration,"1,336,710","1,619,433","1,989,072",6
Provides support and resources to the IT,,,,
Department and City staff to guide the City's,,,,
use of technology.,,,,
Applications Development & Management,"2,339,043","2,547,983","2,258,998",33
Partners with our customers to provide and,,,,
support business solutions that achieve the,,,,
"City's mission, while we effectively manage",,,,
Information Technology resources.,,,,
E-Access And Process Automation,"1,110,698","1,205,259","1,061,785",11
"Coordinates and leads the integration of data,",,,,
"information, services and processes to enable e-",,,,
Governance in the City of Norfolk.,,,,
Enterprise Solutions,"395,004","448,258","388,282",4
Applies technology enterprise-wide to more,,,,
"effectively utilize City resources, eliminate waste",,,,
"and duplication, seeks opportunities to",,,,
"incorporate untapped resources, and",,,,
consolidate and share technology solutions.,,,,
Services And Support,"966,465","956,220","922,302",13
"Install and maintain the City's desktop, mobile,",,,,
"rugged and ""smart"" hardware and software",,,,
"inventory, provide services and support for end-",,,,
"user devices, install and support software,",,,,
manage computer hardware and software,,,,
"assets, develop product standards.",,,,
Radio and Electronics,"547,117","598,323","478,436",6
Provides quality and cost effective radio and,,,,
electronic services to City departments and,,,,
agencies.,,,,
Network & Telecommunications Services,"4,061,364","3,468,159","3,853,909",22
Manages the City's central computer,,,,
"operations, systems engineering, database",,,,
"administration, and network infrastructure and",,,,
support. Provide reliable voice communication,,,,
services that enable employees and the public,,,,
to conduct business on a daily basis.,,,,
Peoplesoft,"306,550","441,769","334,084",0
,,,Information Technology,149
